p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11
1.4504772,0.23519027,-0.24208795,0.6567912,-0.72132146,-1.5207461,-0.5935338,0.47590986,0.6926326,0.6981439,1.283494,1.3485721
1.4284389,0.3469005,-0.3604873,0.6371486,-0.8126259,-1.3970624,-0.56259656,0.38589334,0.79882187,0.7211159,1.240314,1.2515488
-0.36766848,-0.012203573,0.7345537,-0.92405236,-1.597146,-0.45960596,-1.0987087,1.6658689,3.2081635,-0.74912786,1.4715824,0.49038866
-0.5347851,-0.22301011,1.3746208,-0.9207924,-1.011625,-0.22314991,-1.342099,1.3479624,3.526784,-0.4230025,1.5896883,0.23050791
-1.4720191,-2.6151354,1.6733985,0.14030567,-2.6829345,-0.8272926,-1.286842,1.2024589,2.4460497,0.036067642,2.5734513,-2.0352252
0.2638012,1.0510771,-0.40859056,-0.6022362,-0.5627715,-1.6176689,-0.6898878,0.73193854,0.8386784,-0.38487953,1.542736,-0.36389977
0.60744786,1.1908572,-0.0428571,0.7423444,-0.056817126,0.55047745,-1.6346258,1.9917562,1.0730859,0.46367222,2.219711,0.22651415
-0.102195434,-0.2739181,-0.82096,0.8241066,-0.17937708,0.52944314,-1.463993,0.83131975,1.1056083,0.65561724,1.8757049,1.2946358
0.057452064,0.04854489,-0.17378427,1.1470002,-0.63770425,0.76509553,-1.506091,0.96028334,0.52200764,0.7822578,1.7953136,1.3546506
-0.5130956,0.2847524,-0.9970759,-0.17058475,-1.7617201,-0.46576688,-1.7837204,2.9856095,2.7837913,-1.9326468,0.74325216,-0.4542049
0.48710933,0.113162145,1.1944559,-0.24006805,-0.50524956,-0.5605881,-0.75643384,-0.2873993,1.1764454,1.229645,1.6359416,0.37174705
0.60337806,0.14850841,1.2452615,-0.35121587,-0.490851,-0.5589867,-0.8509992,-0.25538573,1.279853,1.1440855,1.6916808,0.47712132
0.7167149,1.2841135,0.8537284,-0.35665774,0.22039363,0.9368283,-1.3955399,0.45774332,1.3194536,-0.6739986,1.3528146,0.13613015
0.8161117,-0.08066259,1.2534196,0.05804268,-0.4415373,-0.16036901,0.23264824,-0.6450193,1.5003669,0.35648933,1.7884271,0.36125982
0.019411122,2.2963853,-1.3361406,-1.0090126,-0.78366536,-1.367627,-0.50097173,0.5412079,0.920074,-0.77873,1.7208893,-1.1862918
0.71004695,2.4771128,0.666925,0.12307838,-0.04987523,0.2735754,-1.3743937,1.5182927,-0.16354834,0.51238036,1.7917227,-0.6387491
-1.2807665,0.9954767,-0.9504385,0.75531423,-0.17486408,-0.19873187,-2.0955343,1.562365,0.8246941,0.8948571,1.7258227,0.41650954
-0.97073126,1.1361244,-0.37734696,0.5231794,-0.73365784,0.14751163,-1.9718142,1.833766,1.1652586,0.91228884,1.3680686,0.9007931
-0.18563153,-0.33634925,1.2722064,-0.87877405,-2.068722,-0.7388769,-1.8369869,1.6858687,3.6535606,-1.4441311,1.827321,-1.9755982
1.6670676,1.6406857,1.1899935,0.47816703,-0.76492953,-0.49215063,-1.4656954,2.2137935,1.3514767,-1.7428454,0.9154341,-0.6000978
0.20152916,0.7018208,0.41209614,1.4768035,-0.5395621,-0.09696287,-0.9740832,0.11336606,0.16202684,1.1807956,2.1611433,-0.33343986
-0.09024114,0.7574055,0.15332991,1.4560646,-0.53662986,-0.1381173,-1.1489934,0.05740604,0.23118722,0.7971756,2.091149,-0.4533339
0.943969,1.8135698,0.08419812,0.6916139,-0.30319813,0.8162006,-1.6741521,0.97184163,-0.14860164,0.22077332,2.0045881,-0.82944167
0.084210515,0.7131315,0.49543676,-0.30116895,-0.7786633,-0.48347718,-0.24346279,-0.35504803,-0.22418004,1.0475867,2.5798209,-0.70298356
