p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7
-1.5464654,-1.086728,-0.5044667,-1.850142,-0.034311365,-3.7913198,2.3544087,-1.3748661
0.7653935,0.4545732,1.0972549,0.31366697,-0.16473362,0.2993727,1.9388036,-2.0798597
0.7426805,0.49991098,1.0539547,0.1418087,-0.32859868,0.3338486,2.127533,-2.1888227
-1.2395222,-0.08525102,0.42795533,0.27966633,0.470661,-1.0652494,1.1629275,-2.0133114
1.0326854,0.43889996,1.2404051,0.51662976,-0.106835224,-0.39761007,2.1555872,-1.2642417
-2.213527,0.69470197,2.2563527,-0.83555615,0.7879614,-1.3888893,1.0100833,-1.4667132
-2.291669,0.31689966,1.1355792,-1.5611348,1.404975,-0.57459503,0.7711332,-1.5735981
-1.6786958,-1.5744462,0.6215256,-0.16573124,1.6115075,0.024506493,1.6375318,-1.7932906
-1.6544042,-1.3657961,0.43883345,-0.100026816,1.0514238,-0.23053844,1.7971275,-1.8391491
-0.055412993,-1.1923676,0.7375364,-1.5738814,-0.7461685,-5.2914615,3.3705695,-2.9576745
-0.8677226,-0.49867627,0.71885407,-1.2077501,-0.07055961,-1.6831629,1.8036638,-2.2995837
0.48114747,0.7813522,0.9442232,-1.3935244,1.9823035,0.29357934,1.4298046,-1.4737529
0.33410305,0.42726836,0.9433178,-1.6410272,1.7983553,0.20861049,1.5317758,-1.4516757
-1.1279048,0.18440677,-0.26843643,-1.5680583,1.9763222,-0.68734956,1.1005859,-1.8842434
0.9478863,0.3912226,0.6011879,-0.96155334,0.34587565,0.18287884,2.011248,-1.6303129
