p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13
-0.058291998,-0.13619468,0.28235856,1.7531418,0.89339834,0.06793258,0.25641704,-0.068413176,0.5896152,-1.672459,-0.775741,-0.8719257,0.26278323,-0.37080014
0.17756554,-0.9737754,1.1411631,1.2955446,1.0421879,-0.6816805,0.14757241,-1.0957737,-0.9732092,-1.6126864,-0.21740955,-1.0703522,0.72660625,0.04205749
0.02411068,-1.2971863,1.3843969,1.2467685,1.0330311,-0.3753336,0.17066135,-0.67563313,-0.5441039,-1.8070838,-0.088442005,-0.67808896,0.6578047,0.2049744
0.04013659,-0.91514695,1.5952668,1.6427634,0.90606034,-0.80559015,-0.059913803,-0.98342407,-0.7283554,-2.0673974,-0.46935818,-0.87576157,0.30428854,-0.13428862
-0.11570719,-0.9042512,0.6569047,2.5086086,1.1291813,-0.8028231,-0.34426898,-0.0066005983,-0.72970384,-1.908442,-0.859287,-1.9458851,0.04347177,-0.2375666
0.34954396,1.7234178,0.3659376,1.364845,1.358243,-0.33086804,-0.2766907,0.6471972,0.09122124,-0.6727113,0.8694799,0.09519249,-1.0652814,-0.44091702
0.4533085,1.7843738,0.30943018,1.3397996,1.5386503,-0.44102675,-0.2046805,0.61872256,-0.0035481402,-0.6811641,0.87075186,0.097278394,-0.9548662,-0.49600005
0.13697827,-0.04288123,-0.18952726,0.5227217,0.19167647,-0.5148722,0.6036733,-0.15068255,0.13099249,-0.42734617,0.41371977,-0.07042197,-0.10439664,0.39481226
-0.5569419,0.5127301,0.015966596,0.8372179,0.822609,-1.1529337,1.4089775,0.16833566,0.50079906,-0.006646797,1.4862102,-0.5850934,-0.104048625,0.851589
-0.20714524,0.5660283,-0.5577508,0.3503952,0.2484745,-0.42910078,0.53153133,0.06257292,0.057563484,-0.5498284,0.734088,-0.30288658,-0.36392528,0.11837602
-1.4295677,1.1173186,-0.3486142,0.23482622,0.38787052,-0.9099234,1.1719325,0.39477175,0.3721108,-0.21555524,-0.7367538,0.320032,2.42863,-0.73953253
-0.09890494,0.44691938,-0.23555112,0.939453,0.098995626,-0.899402,1.3821195,-0.22869383,0.32714856,-0.36760673,0.65580046,0.5763037,0.5610285,0.9060748
-0.24476232,0.06187833,-0.010225072,0.64515424,0.48403135,-0.6497215,1.200915,0.19458325,0.21158901,-0.21093895,1.2544156,-0.4612049,-0.09689661,0.7547963
-0.7057832,1.1847427,0.23930897,0.9088988,0.7839543,-0.968412,1.5719405,-0.6491706,0.44339067,0.6450601,0.83582306,-1.4971248,-0.660828,0.10185897
0.37491265,0.7331868,-1.1371257,-0.46164024,2.6730206,-0.9847463,0.46675888,1.7106404,-3.021113,-2.5243206,-0.17079328,0.440357,1.2898064,0.93293065
-0.6429362,0.1280917,-1.2709892,0.83939624,1.465086,-0.67742693,-0.15587144,1.1531765,-0.46380594,-0.8677657,0.9225662,0.41689244,0.94087845,0.7531414
1.3515319,-0.58444905,-0.8905849,-0.15988421,0.31528553,0.4165298,0.50116825,0.9637086,-0.6072201,-1.1778069,0.6043242,0.52661526,0.4026344,1.2992976
1.7659931,-0.77743477,-1.0378,-0.2654627,0.35070845,0.442795,0.6734443,1.05613,-0.7685064,-1.3274204,0.78607154,0.48691925,0.4324884,1.2995932
2.3079407,1.4452733,0.7619351,0.44737422,1.4882923,-1.0455989,-0.48082888,0.21726152,-1.4496771,0.31271225,-0.27901685,1.5687228,-0.34498262,-0.47628847
0.7719875,1.3937147,-0.4676605,0.74092996,0.6464261,0.15836671,0.10986892,1.8250008,-0.1628611,-1.698342,0.7539654,0.826,0.2697175,1.0337883
1.495631,0.72447306,0.17057516,1.3464029,1.1773353,0.7437162,-0.7373135,0.058837302,-0.7875156,-1.4616582,0.730818,0.027147481,0.16806652,1.1667066
1.3452362,0.647582,0.012370563,1.5396571,1.1358682,1.0018817,-0.82848096,-0.21707608,-0.82727945,-1.4625623,0.8541541,-0.3187339,0.41464108,1.2119458
1.2817026,0.93844,-0.67017716,1.5239526,0.6142052,0.9572811,-1.8017992,0.30027285,-1.8406922,-1.8193706,1.0335943,-0.2911224,-0.2279731,0.8359016
1.7908267,0.8889696,0.3502018,1.0813489,1.2100725,0.9004548,-0.8599115,-0.43291733,-0.71180147,-1.6467254,0.71539253,0.06281737,0.42927107,0.79059273
0.5459504,1.656909,-0.90161824,0.9032844,1.2785536,-1.0424309,-0.27678478,0.82838905,-1.3681376,-1.0701598,0.6257504,0.7225844,0.10676804,-1.5175432
0.20635074,0.58129156,0.874793,-0.2281579,-0.0962957,-1.3440975,-0.7914682,0.33525896,0.4541703,-2.9412074,-0.14995779,-1.3415551,1.3930376,2.123211
1.402258,1.2012846,-1.3693212,0.5640746,1.6566831,-0.35915944,-0.5104757,1.6792508,-1.1907818,-1.031471,1.6708935,0.86506164,0.00065672817,-0.5092838
1.418357,0.21369931,-1.2783881,-0.4197607,0.55563617,-1.0127312,3.09299,-0.1016038,0.37237704,-1.0864959,0.7991877,0.7442141,0.34808788,-1.2945127
1.7193779,1.9250909,-1.5414442,0.3040071,2.6225557,-0.7120089,2.0613093,-0.10685513,0.13882141,-2.057698,-0.1453178,-2.063134,0.50213313,-0.16233417
2.3351583,0.8452723,-2.36203,-1.2466453,3.2791407,0.712383,2.474138,-0.18717028,0.70767754,-3.9544432,0.32396767,-2.1261356,2.094892,0.55323684
-0.87747157,-0.8171849,-1.8239429,0.64147,1.9044765,-0.42058426,0.09897237,0.33017856,0.74782985,-0.7445581,0.96169025,0.8134441,1.5634001,0.34346116
1.0048556,0.088095464,-0.5796829,1.2604762,0.99941045,-0.00053162104,1.1837275,0.8188137,-2.0769746,-1.2190279,1.0176798,0.9039755,-0.9557826,-1.753168
0.92674756,0.015591935,-0.53945625,1.5857388,0.9241905,0.3682258,1.1695397,0.8170486,-2.0113907,-1.0350606,1.2119927,0.7390232,-1.1233569,-1.8637638
-2.0960948,1.075768,0.33559576,1.037771,2.1209817,-1.1903437,1.9134524,0.38601238,1.0176111,-0.72336924,0.5539347,0.58194077,1.4828303,-1.1747526
-0.48140624,-0.506983,-0.09529918,0.49086538,1.5242659,-0.35971916,1.2613767,0.28769925,0.25966588,-1.4935094,0.5629138,0.9310681,0.68578786,-1.4224999
-0.32574514,-0.3561702,-0.07044063,0.56023127,1.8109033,-0.30014125,0.93572354,0.3430138,0.4466347,-1.4646709,0.432885,0.9300299,0.83510596,-1.0142242
-0.38769332,-0.32967195,-0.14139934,0.5279286,1.6879653,-0.37754685,1.0536383,0.4222828,0.1244938,-1.4273622,0.3203702,0.8788381,0.7641616,-1.1885743
0.28113893,-0.7558879,-1.1077838,1.456066,1.9022827,-0.484785,1.003591,-0.13807788,1.0222558,-1.458304,-1.2218186,0.58275545,1.3999231,-0.8028317
-0.015960226,-1.0018375,-1.0002735,1.5023955,1.5590386,0.16794357,1.5588006,-0.1226241,-0.11040065,-1.2179613,-1.3447678,1.3910824,1.8087245,-1.0388297
-0.07299357,-1.0104488,-1.2604467,1.188442,1.7908643,-0.3790148,1.0148209,-0.017184155,0.5454272,-1.1555022,-0.9432355,1.249017,1.1583104,-0.6963412
-1.2205565,-1.0372103,-2.460994,0.84789324,1.5683941,-0.855055,1.4033477,1.0413337,0.093890965,-1.5943809,-0.15877464,0.72361165,0.39630088,-2.226136
-0.826621,-0.6175915,-1.4669865,0.6619401,2.3926516,-0.3285475,1.2235367,0.8423979,0.14901516,-2.2445536,-0.3119146,0.5258593,0.76525915,-2.0085645
1.4325018,-0.6200329,-0.10155149,0.27752122,1.0230739,-0.869043,0.87880534,0.5324953,-1.7956604,-1.2568694,-0.12456126,1.0529314,0.23598857,-2.1996546
1.6930745,0.18509875,-0.47339162,0.21806501,0.08953842,0.05909712,0.8642427,1.7278557,-3.6776078,-2.1825407,-0.26314026,1.2835664,0.7112621,-1.6614588
0.8015779,1.322289,-0.33249986,1.3270313,0.671424,0.012553999,0.17868425,0.94874364,-0.49184772,-0.36158812,0.6205915,0.64482325,1.2404977,0.59510106
-0.9587974,-0.27608576,-1.416251,0.5207805,1.7535123,-0.6405119,-0.13823892,0.6632332,0.22062327,-0.7967392,0.43461677,1.1241384,1.4857638,0.020537574
2.1342356,-0.005870877,-2.523201,0.2075318,1.3252386,0.6649681,0.40556166,0.59451133,0.22250488,-1.6638007,-0.21610457,0.0031177625,-0.43381748,0.9875102
1.9104015,-1.702928,-1.6165454,0.4952531,0.48274255,-0.30735442,0.5671472,1.1010913,0.83702004,-0.78672755,0.29195932,0.9682453,1.6240112,0.28942627
-1.1827519,0.47098225,-1.2800977,1.3490024,2.2257414,-1.3116777,-1.082021,0.9686704,0.49754697,-1.5799617,1.7420377,-0.54903054,0.28338116,0.38958284
-0.02996012,-0.2347768,-0.7895744,0.82677734,1.3534344,-0.1445408,-0.34073168,1.430022,-0.7179195,-0.7223534,0.773287,0.28975946,0.50855,0.9515931
1.5248107,0.6230207,-0.23214327,1.4138528,1.0642449,-1.357199,0.3621656,2.214302,-0.5518323,-0.97132087,-0.9016234,1.5455382,0.65657616,1.0354749
-0.48088416,0.0523858,-1.1700574,0.75717455,1.3828237,-1.0236212,0.065329164,1.1694882,-0.3326514,-0.8060094,0.8629689,0.49471197,1.0286583,0.70380294
-0.5334323,-0.7403101,-1.4772818,0.6053966,0.37159392,-0.36681616,0.83433115,0.71747077,-0.5889792,-1.3040233,1.2430044,0.34902173,1.3113272,0.9286359
0.40895766,-1.3098468,-0.10238779,1.23719,0.23747237,0.9831259,1.2881358,0.21286485,-0.34827283,-1.141956,1.248686,-0.63339174,0.16729465,0.83663523
0.5913407,-0.6937495,-0.336907,0.4545665,0.15372887,0.5444799,1.165575,0.1385168,-0.22911766,-1.4502774,0.85227305,-0.18993394,0.2574593,0.46005824
0.54144514,-0.821018,-0.3843165,0.44696566,0.042653922,0.38390452,1.1037093,0.11151887,-0.25997674,-1.5516813,0.7420109,-0.22882156,0.41880482,0.5505119
-0.6817627,0.80080056,0.2528243,1.4712265,1.8247479,-1.9098712,0.8101915,-0.64304894,1.8646019,-0.2226466,0.9436674,1.0954814,0.7486365,2.2339516
0.21948434,0.07940001,1.1021074,1.7810967,1.2247614,-1.8141797,0.40895307,-0.12963827,1.3555632,-1.372725,1.1243556,-0.7068556,1.0868222,3.005285
1.0034618,0.6762684,-0.63974476,-0.323256,0.9604841,-0.44102263,1.8662289,0.91001344,-2.3688273,-1.5581803,2.5508363,-0.63900685,0.06952126,-2.5006025
-0.122267,-0.7651686,-0.8829215,0.6359581,2.2229106,-1.166396,-1.1953131,1.4987524,0.2415158,-1.4144195,1.1749797,-1.2361963,0.7552842,1.2484199
3.2883675,0.5556843,0.9459615,0.94404864,2.5149732,-0.7461472,-2.1134129,-0.11213914,-2.1706915,-0.23987453,0.4515652,1.0975845,1.561029,1.514762
1.1112204,0.10775802,-2.1343772,0.59581995,1.212826,1.0784304,0.51923233,1.933807,-1.3332194,-1.6885976,1.3813411,0.39464387,-0.56966954,-1.2328023
-0.6701165,-0.053989068,-1.1390369,0.78918594,1.3725442,-0.9445619,-0.041941155,1.1258425,-0.30044585,-0.8194977,0.8847691,0.39482412,0.82182264,0.70271695
-0.7401065,-0.022728192,-0.9713838,0.8381661,1.552947,-0.59356457,-0.070275806,1.2123334,-0.21712254,-1.0142206,0.56980675,0.40190348,0.88759524,0.61003023
-0.62521124,0.09093529,-0.9967502,0.8981606,1.521327,-0.8130969,0.10433115,1.1479816,-0.16657831,-0.62082005,0.78634894,0.5517542,0.94002783,0.35810328
-0.5637913,0.13623679,-1.0564831,0.9136009,1.4010688,-0.9055356,0.09070218,1.2774915,-0.2600248,-0.6962768,0.68693334,0.55915,1.088977,0.8389586
-0.45835838,-0.07927838,-1.5539546,0.88170767,1.0419182,-0.7843408,-0.10899382,1.1616927,-0.10293708,-0.8051999,0.9755311,0.59840816,1.0136076,0.7940444
-0.519952,0.25487253,-1.4895838,0.8888722,1.3001491,-1.1782057,0.09668619,1.331561,-0.49342716,-0.63405275,0.69891,0.6439214,0.84817654,0.6990515
-0.65587974,0.13155912,-1.250048,0.8248102,1.5407938,-0.8616195,0.104115136,1.1342119,-0.22146891,-0.7610681,0.8685153,0.4201973,0.8625987,0.52047086
-0.43331808,0.047433205,-1.4035202,0.7459839,1.4867495,-0.8621059,-0.14665322,0.9224983,-0.18964332,-0.84735703,0.7091245,0.6376895,0.87085825,0.6303848
0.90502834,0.03469803,-0.015095879,-0.06567105,-1.2505486,0.41495803,0.27349043,1.1534978,-2.85864,-2.3856463,0.87793756,-0.58280975,2.5455446,2.6161172
0.42160478,0.7115366,-0.5126929,0.5682932,0.44263008,-0.4359342,1.189229,-0.37741464,-0.25174227,-0.27200478,0.63880265,1.3567759,1.1252283,1.1351863
0.5105735,1.1088225,0.6869359,1.6952885,0.8143957,-0.50890523,-0.07792874,-0.6686848,-1.0032789,-0.31941408,0.5159101,-0.116851635,1.4294683,0.20050228
-0.31869462,1.5993063,-0.5777331,0.42761815,0.3820914,-0.9713986,-0.24693127,-0.011154889,-0.9839953,-1.3653089,0.8579544,1.3331171,0.3520179,0.4746575
0.36601195,0.12511128,0.6661268,1.3998995,0.46101016,-1.08474,0.346765,-0.48870137,-0.8567306,-0.35908812,1.0302572,0.81821907,0.88053167,0.6629831
-0.015969113,-0.34723675,-0.6715593,0.9499456,1.4383854,-0.14567146,-0.42048624,1.4868963,-0.76649517,-0.6837618,0.7123557,0.29310957,0.5536715,1.0171566
-0.054965645,-0.23938434,-0.7388546,0.942827,1.3151927,-0.17826681,-0.43139252,1.4856793,-0.7262519,-0.7240778,0.70571107,0.41809112,0.61925894,0.9289418
0.3715932,0.069424264,-0.23579614,2.171904,2.403607,-0.719591,1.0168574,1.607643,1.1101972,-0.86996555,-0.49516684,-0.75121075,1.7061507,-1.140492
0.6265561,-0.70854354,-0.62242967,2.101886,1.3898267,-0.44055533,2.0669043,1.5853183,1.4657464,-0.46683145,-0.24196196,-0.67971534,1.5450248,-1.432719
-0.013749733,1.1678191,-1.3562711,1.5249239,2.1881368,-0.5175087,2.5647645,0.77657986,1.5166705,-1.5097373,-0.19288816,-3.5313807,0.99834925,-1.2127
0.24027237,0.38947538,0.13055213,0.6323333,1.0894746,-0.78708565,1.8694013,1.5771668,-0.63595945,-0.19061756,-0.14092493,0.39223772,-0.45443767,0.8163062
1.0881226,-0.6642838,-1.4487597,2.1222794,1.1064762,-1.7472953,0.5594065,1.098124,-0.5043738,0.06843558,-0.57756776,0.7655415,-0.7985538,-0.21461166
0.20711693,-0.07593638,-0.36208972,2.040447,0.9277341,-1.9309819,0.16041625,-0.40990677,-0.22569586,-1.0378381,-0.913403,0.606025,-0.30482715,-0.084847786
0.41791555,0.027731476,-0.56689656,1.9861671,0.52511805,-1.4901255,0.059019357,0.06480142,-0.14715776,-1.3721645,-0.9582628,0.35778588,-0.60547847,-0.16965674
-0.5254643,-2.00606,-0.41294202,1.3752921,2.5256977,0.39225572,1.2789888,3.6490085,-0.006314974,-1.4580169,-1.0901678,-1.8951569,1.4363983,-0.032440156
0.56295496,0.8071691,-1.0133097,0.7905485,0.20995839,-1.3864441,1.2819893,0.65756434,1.466568,-0.7012302,0.08637381,-0.19298804,-1.060686,-0.15432703
0.42503488,0.817193,-1.0539502,1.023479,0.48180538,-1.5731189,1.2600495,0.7025319,1.6906376,-0.5696175,0.20546108,-0.18499008,-1.214871,-0.18791044
1.768042,-0.4026221,-1.334647,1.6056334,-0.32619497,-0.19601406,0.44533285,1.5586691,0.5095574,-0.11306883,-0.03282533,0.72249776,1.305781,-0.85811293
1.3278625,1.0021526,-0.5105647,0.75405747,0.29342175,-0.51066077,1.3072002,0.89227396,1.0691653,-0.924801,0.72068435,0.20696463,-0.020770207,-0.7890805
-0.09475909,-0.23214301,0.39052245,-0.23021871,1.0696532,-0.9994664,1.8370606,2.968956,-1.5526,-0.31730512,0.43659216,0.30411693,-0.03939461,1.0127444
0.83339703,-1.3694762,-1.1762757,0.5885654,0.30884922,-1.2255085,0.9665149,1.4321063,-0.92229974,0.03143535,-0.2980183,0.7903598,-1.8970587,0.7237611
-0.5049216,-0.70741415,-0.20952863,1.7326603,0.9884748,-2.246864,0.74542266,0.33439916,-1.7095846,-0.52887046,-1.9975408,-0.25569192,-0.7108714,0.3443693
-0.36505142,-0.6366217,-0.2377635,1.5985872,0.54310423,-1.7310914,0.55801487,0.7631152,-1.4140606,-1.1484853,-2.0681832,-0.2913729,-0.5963775,-0.042619124
-0.9057678,-0.32045296,-0.36929893,2.4206655,2.1988354,-1.1539667,2.5786486,3.3591397,1.1515348,-0.14009167,0.4766166,-2.7626383,1.8539846,-0.7563191
0.74083394,0.590368,-0.20457694,2.0076594,1.7546469,-0.27844438,0.6845574,3.167094,-0.7703234,0.94327027,0.9317045,-0.4938879,0.35177058,0.22990376
0.49484727,0.89427394,-0.8321414,0.81688446,-0.375691,-1.3727201,0.49327135,0.61837834,-0.8430702,-1.1447766,0.6925983,-0.39834282,-1.526243,0.31704494
0.26584655,0.7327335,-0.7633036,0.9764605,-0.3078625,-1.6065091,0.483914,0.6392839,-0.95490897,-0.9615964,0.66853094,-0.3783188,-1.4079661,0.13475813
0.43988663,0.34943315,-1.623496,1.6345088,-0.643947,-0.5144963,0.13197002,2.061876,-1.0243018,-0.30789194,0.46823132,0.5149422,-0.19951366,0.29412195
0.2067433,0.79708827,-0.84508616,0.34017363,0.06334675,-0.7556549,1.5911369,0.50790215,0.13735928,-1.2290914,0.66909295,-0.35086855,-1.5759894,1.1302382
