p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28
-0.38187262,0.69779825,-0.70286775,-0.03904686,0.39833146,-0.7444256,-0.47664747,1.4259892,-1.4295644,1.0173355,-0.26758042,0.9444953,0.9346941,0.13615902,1.5969548,0.34598687,0.6628974,-0.835621,0.3107356,0.14738382,-0.29971808,0.32714427,-1.0866014,0.50802726,0.6193704,-0.7926732,0.14240132,1.706259,-0.06906703
-0.3876265,0.6285038,-0.7117974,0.015151194,0.43986222,-0.7410214,-0.5959228,1.3877059,-1.4538575,1.1450418,-0.24083443,0.92112106,0.9800866,0.09886895,1.4852107,0.40985307,0.56721836,-0.893414,0.55961525,0.15197854,-0.30373436,0.4250857,-1.0107927,0.46086267,0.6714633,-0.82548743,0.15598309,1.6678884,0.03729941
0.2725355,0.6545929,-0.98152417,0.7378492,0.27560577,0.06545812,-0.9741159,1.1189951,0.5207383,0.28552967,0.6680035,0.27139166,-0.074714884,0.016448157,1.0429631,1.2416375,0.26726598,-0.26813775,0.46357223,0.047855493,-0.17946255,0.7445617,-0.44573024,0.43238786,1.4676518,0.30867723,-0.76376706,0.85850513,0.25550127
-0.1750704,0.9860976,-0.78488874,0.9052301,0.5086931,-0.024527209,-0.7840165,0.49049762,0.18876812,0.26866326,0.1090102,0.43939987,0.04400317,0.31100053,1.2028733,-0.0746358,0.36610782,-0.51599866,0.6664134,-0.018830491,0.08260845,0.5592199,0.11118308,0.5225736,0.61943114,0.08575003,-0.4291137,-0.32548475,0.6002858
0.4885743,0.8682164,-0.6458915,0.23174243,0.16653153,-0.20635465,-0.829766,0.6919626,0.41401002,0.066306844,0.8888481,0.28561658,0.060918476,-0.59474504,1.046006,1.2344025,0.44257748,0.2656845,0.6404116,0.070274085,-0.14056277,0.66621643,-0.56179947,0.66818744,1.4681993,0.29297575,-0.6290203,0.6660408,0.26923022
0.09889299,1.2481318,-0.32286835,0.2655406,0.45185143,-0.31763828,-0.60513395,0.08899732,0.21589321,-0.12432428,0.37153456,0.51653355,0.22368981,-0.15860625,0.9825672,-0.044925433,0.31173325,-0.021969015,0.70860827,-0.049987417,0.021182375,0.3919815,-0.15258352,0.9229912,0.6930739,0.08036205,-0.35807166,-0.19993292,0.2422836
-0.03793425,1.1790429,-0.41367313,0.22071087,0.29097515,-0.19558313,-0.5980488,0.15984598,0.28830957,-0.016015245,0.4613321,0.44868475,0.13321128,-0.18364532,1.0495213,0.08055181,0.3155715,0.007327268,0.73641324,-0.07446845,0.11969382,0.39293793,-0.12171308,0.8042082,0.65563613,0.115127355,-0.24324115,-0.23750064,0.26019925
0.09164461,-0.19827078,0.37149087,1.7118138,0.0021401953,1.0281684,0.72179973,0.02192761,-1.6424606,1.6423751,-0.4929241,2.0977094,-1.0197303,-0.22508039,0.14744517,1.0341841,1.2432715,-1.0399014,-0.15688021,0.91339403,0.79149234,0.36729443,1.0347639,2.235981,0.18155871,0.9226678,-2.1436956,1.0137784,0.37493384
-0.22026357,1.3032024,0.63499004,0.2633954,0.64534146,-0.26335552,-1.1951474,0.9150909,-0.050168883,0.9840382,0.37379563,0.8427525,1.1031661,-0.2877357,0.7501287,-0.35000354,0.18820244,-0.4847417,0.68409973,0.53204983,0.6895457,-0.41084942,-0.31304735,0.012868629,-1.3892897,-0.0744464,-1.0299853,-0.0818336,0.22673036
0.021848833,0.42904714,0.5145593,-1.7257135,-0.6017324,-1.3566421,-1.3810781,0.7832105,-2.1404126,2.0926805,0.7998588,1.1434551,0.9567484,0.4003415,0.5067088,0.9348514,1.2078804,0.0424193,1.3770841,0.607114,0.88201857,-1.1097883,0.7500642,-0.34713468,-1.4055926,1.1851364,0.27631336,-0.67936486,0.41334155
-1.1484824,1.3669909,0.7961964,-0.9813169,-0.90729755,1.2646931,-1.4028549,1.377522,-0.066043995,1.553874,-0.46601474,0.097565666,1.3997413,-1.254976,2.5211313,0.3723288,0.8148325,0.54389817,0.18148091,-1.7971051,0.26680616,-0.9728051,-0.2762686,-0.6863594,0.14150646,-0.18674915,-2.7478778,-0.94354856,-0.19461209
0.07863148,-0.2597173,-1.1566449,1.2126793,0.44548485,-0.29335764,0.18184865,0.5857274,-1.5113313,1.4440562,1.700382,1.3360832,-0.3133596,0.9492586,-0.15929826,0.16886452,0.39021018,-0.4787942,0.14897045,-0.03593749,-0.67414933,0.2337518,-0.25672892,0.32506073,0.09016831,-0.36862704,-0.79733104,-0.64735806,-0.30339006
0.23601647,-0.29387528,-1.152317,1.5348436,0.49588332,-0.17011955,-0.063534066,0.6379254,-1.3697836,1.5310613,1.785429,1.5553991,-0.5122703,0.92151624,-0.19446921,0.15883192,0.7486126,-0.62179935,0.16242313,-0.012461128,-0.51806796,0.21695834,-0.19406304,0.35929617,0.14174356,-0.32098824,-0.8998704,-0.7536222,-0.22844197
0.083903186,0.39653203,-0.7021944,0.7942015,1.1271954,-0.4880402,-0.22258733,0.75322694,-1.4749292,1.028391,1.1557494,0.5389263,-0.34415466,0.11268667,0.46277738,-0.0042665773,0.30375874,-0.29616478,0.644502,0.060366876,-0.4028254,-0.9443363,0.21720164,-0.015278505,0.6828063,-0.0629046,-0.3837274,0.25016522,0.3799108
0.22173573,0.15274604,-0.68672746,0.7896617,1.253443,-0.4071687,-0.2904241,0.8284281,-1.4043599,1.2027895,0.99011934,0.4439113,-0.36058897,0.11871822,0.29568756,-0.056710362,0.5740646,-0.30952516,0.44916162,-0.045806117,-0.5940457,-1.0616049,0.1261151,0.028717207,0.5457783,-0.08672337,-0.22340755,0.24457729,0.17841639
-0.20267667,0.5329386,-0.64236665,0.4568873,0.86414367,-0.5864452,0.48033112,0.99902433,-1.3798558,1.1711863,1.0880082,0.28038383,-0.4946307,0.16967572,0.5972381,0.24055326,0.2734114,0.047750227,0.9230514,0.25840482,-0.4446316,-0.41115195,0.4465143,-0.021701813,0.75754994,-0.14421071,-0.5940121,0.10063625,0.377043
-0.15872881,0.43939036,-0.720459,0.5706158,0.930948,-0.73293126,0.3320695,0.854278,-1.571773,1.3066965,1.2062205,0.32468688,-0.42452908,0.34041592,0.42789844,0.041493982,0.21426813,0.14421715,0.74003667,0.10905821,-0.5842743,-0.5808065,0.3145305,0.09521653,0.81123984,0.004640602,-0.43258807,0.20488408,0.15054528
-1.6645659,0.642224,0.4735415,0.85922706,-0.21019888,-0.397362,0.099890545,0.37827104,-0.29262662,0.6929672,0.75400543,1.601866,3.075081,0.55628985,1.052432,0.099166244,0.8367868,-0.8330113,-0.8887405,2.039414,0.1405016,-0.67449874,-0.60966337,-0.13587224,1.5677732,0.93644786,-1.1048588,-0.6846113,0.440149
-0.016548013,1.0512006,1.4019,0.23691171,0.14384383,-0.41331235,-1.5164497,0.99985445,-0.3245545,1.5706624,0.11765916,0.99381256,-0.18895422,-0.26212072,0.4386038,-0.026055168,-0.43319663,-0.67731965,1.0360527,-0.11604275,0.68180317,-2.0529628,-0.5525651,-0.71721685,-1.4218142,-0.0726829,-2.434938,0.35918626,0.6441874
0.40755913,-0.012023748,-0.6626531,-1.1462253,-0.09115013,-0.97025734,0.21367614,0.061945625,-1.1451857,0.5454093,0.7264964,0.8238082,0.7153431,0.5391449,0.29789212,-1.0463011,0.52858025,0.39846388,0.5274653,0.24009797,1.0556687,-0.09367266,-1.1548827,0.17362458,0.744349,1.1930501,-0.7835709,0.13688026,-0.23963876
0.14008205,0.09690118,-0.3654325,-0.7783896,-0.10522896,-0.9035416,-0.08708801,0.07961382,-1.213684,0.6464137,0.49899298,0.91938853,1.0162624,0.71178746,0.37452862,-0.85797817,1.0366031,0.04631683,0.61913985,0.85297155,0.36109826,0.26873565,-0.6070601,0.35456693,0.99504006,0.6420056,-0.9284497,0.17299952,-0.42172503
0.09124201,0.041791435,-0.32003587,-0.8995586,-0.12313992,-0.9895748,0.06159737,0.19965638,-1.1884243,0.6350917,0.52981687,0.894724,0.9566509,0.5810828,0.41805676,-0.6678025,1.2535009,0.084291905,0.6483976,0.8271037,0.27198508,0.45620424,-0.5310433,0.050056536,0.92301524,0.42608383,-0.9740122,0.18448532,-0.3946169
-0.14863117,-0.49036375,-0.09363961,-1.2688993,0.07902955,-0.43677086,-0.87061,-0.13272889,-1.2400887,-0.024046665,0.46221298,1.6067996,0.8787263,1.379468,-0.057460833,-0.8067818,0.75741357,-0.5300982,0.340749,0.74971634,0.094031736,0.06190173,-1.0727682,0.41886485,1.1141428,0.1831173,-1.4115002,0.14402136,-0.8490199
0.032490313,-0.030431975,-0.30289695,-0.85552883,-0.14180467,-1.0231607,-0.061788525,0.10929996,-1.2222173,0.76950794,0.64987564,0.86956376,1.2597419,0.6882519,0.44587347,-0.58916974,1.2045194,-0.21971144,0.7141856,0.75626606,0.12765959,0.33905938,-0.54931426,0.17178911,1.0499917,0.5216892,-1.0348239,0.22318518,-0.43080378
0.0021075848,0.065362625,-0.30028415,-0.9749595,-0.16131064,-1.0972093,0.20443971,0.02500991,-1.1286731,0.5707099,0.42146546,0.8888178,0.8001446,0.5364406,0.32705805,-0.76373553,1.2565632,-0.02519813,0.7230931,1.0317829,0.35032377,0.21425872,-0.68670714,0.26073825,1.346004,0.38524455,-1.0643185,-0.006982982,-0.27089173
0.10041721,-0.05697157,-0.28019866,-0.8961987,-0.16693781,-1.1454217,0.11465499,0.11865152,-1.0551413,0.4294356,0.64628506,0.9745214,0.9201359,0.59453,0.37381655,-0.6859574,0.98973054,0.032363456,0.7374849,0.8451746,0.33815917,0.33782288,-0.7783569,0.17060031,1.1040919,0.56351346,-1.1644738,0.16029927,-0.27510065
-0.31983536,0.84133506,0.5974832,-0.38042155,-0.3371185,0.036407072,-0.6459164,2.5446973,-1.3042864,0.07046863,0.5055915,-0.4935378,0.97967136,0.7972881,1.341903,1.0106288,1.9539721,-0.4272925,0.7667748,0.41368294,0.68756026,0.066590324,1.8349228,-0.10685186,0.41257617,-1.0139428,0.21053241,-0.33021212,0.6368792
0.49384043,0.82056075,0.0851617,0.06877426,0.05273546,-0.5284057,0.14812963,1.3674719,-0.22621627,1.175414,0.58941704,1.6772932,0.1613308,-0.73643637,0.6150844,0.53240937,0.1463348,0.41384965,0.5716215,0.60369134,0.40379068,-0.28209275,-0.6536873,-0.21177849,-0.49257082,0.20783162,-0.98748875,1.068806,-0.23115957
0.84992135,0.65555555,0.6519035,-0.215432,0.47391602,-0.49224934,-0.3900619,1.6665616,-0.136123,0.6210552,0.032749135,0.19616866,-0.85976183,0.07453818,0.75772786,0.5531459,0.46894845,-0.2654209,-0.21135993,1.025121,0.875464,-1.0944523,-0.17415275,-0.5607202,-0.29936865,-0.013136161,-1.3512316,0.9845063,-0.32770392
-0.6943053,0.6871187,-0.4253279,0.00913166,0.3062058,-0.4759963,0.15206762,0.05010665,-0.3006731,1.024482,-0.12958488,0.3070648,0.8331771,-0.17837249,0.33486295,-0.4576892,-0.38270536,-1.1798773,-0.27001807,0.09422835,-0.13170677,-1.061247,-0.70440704,0.1150618,-0.29654035,0.08509721,-0.5891297,0.6886162,-0.49374825
-0.728928,0.7197756,-0.58164126,0.124487124,0.04776018,-0.120063044,0.5358675,0.18311809,-0.27643177,1.2125802,0.24320987,0.50971955,0.7844506,-0.09424058,0.4367989,-0.09425815,-0.36626443,-1.6313533,0.28670874,0.51382536,-0.08853863,-1.1998997,-0.5853383,0.10930945,-0.21274409,-0.28612483,-0.90128356,0.24266799,-0.06304887
-0.5794903,1.3848428,0.061953586,0.11113173,-0.44918832,0.5111832,0.9037964,0.45758766,-0.76415473,1.3910083,1.6515714,1.3139526,0.3752688,0.19476707,0.7530199,0.48312482,-0.7276091,-1.0541159,0.2423547,-0.62468,0.79351425,-1.3618627,-1.0825812,-0.6361237,-0.27412608,-0.18694428,0.28969342,-0.75382066,-0.19262478
-0.5260722,0.7198408,-0.35596913,-0.18376678,0.22122015,-0.3302445,-0.0833533,0.15827292,-0.1486331,0.78468645,-0.31869006,-0.07291989,0.98000824,-0.26729527,0.19392392,-0.4335701,-0.2615057,-1.1488452,-0.53692317,-0.029508172,-0.24204293,-0.9785948,-0.6545624,-0.31883132,-0.4714867,0.3139022,-0.6134187,0.7686595,-0.6368083
-0.5275057,0.7787584,-0.3216462,-0.045844693,0.49361786,-0.54322505,0.16718812,0.58139116,-0.469158,0.5131401,0.30143413,0.612662,0.8315613,-0.10304347,0.2782883,-0.13134165,-0.41506165,-1.4006482,0.16658902,-0.12903647,-0.33893076,-0.90272534,-0.32479736,-0.5106243,-0.45397985,-0.1176853,-0.5262694,0.67325443,-0.17623287
-0.9242099,0.7883668,-0.0770156,0.24669719,0.14536051,0.8120655,-1.3756807,0.58935744,-0.1310983,0.83516824,0.5742033,1.0043724,0.26456416,0.630404,-0.12829886,-0.6702477,-0.35347563,-0.2111239,-0.15140653,-0.14697738,-0.41152683,0.010251861,-0.034112494,0.6895983,0.48213056,0.13862933,-1.4489081,-0.31006238,0.076663084
-1.053228,1.3349977,0.17149805,0.20340988,0.019750888,0.65510046,-1.5039518,0.48946777,-0.09642752,0.575125,0.62956905,0.9721996,0.2520288,0.6109202,-0.18466327,-0.67108554,-0.34936944,-0.24930865,-0.2579655,-0.09621785,-0.5768146,0.21992207,0.24174392,0.35634968,0.4568133,-0.14462589,-1.7432809,-0.115498684,-0.08052632
-0.96426016,0.94812804,-0.12939762,0.52143997,-0.086282276,0.8231771,-1.0709729,0.56495273,-0.257565,0.7575195,0.7236374,1.1878643,0.28004408,0.5949052,0.07246189,-0.47555703,-0.2747565,-0.20652562,-0.0123425005,-0.17422254,-0.34814823,0.22142941,0.24778973,0.6120899,0.5682474,-0.08957131,-1.501884,-0.0952629,-0.016928542
-0.9327469,1.1916234,-0.13209994,-0.03746308,-0.14694111,0.8233568,-0.9675368,-0.054582264,-0.089078285,1.1318383,0.89756113,0.94645196,0.74159884,0.68694144,-0.09371595,-0.44575566,-0.5446627,-0.398061,0.07841702,0.49201337,-0.5178214,-0.3815943,-0.17072515,0.49012586,0.64248586,0.053970717,-1.0870726,-0.40576494,0.16333145
0.1967395,0.34127396,-0.6428341,0.13526146,-0.15050025,-0.22449669,-0.24100494,0.00949905,-0.7404101,0.88689107,0.034084883,0.19549578,-0.06319569,0.3365076,0.6818257,-0.68484706,-0.023158519,-0.6121074,-0.32677266,-0.045429442,0.6471643,-0.50541353,-1.0087056,0.05254738,0.22607243,0.04550526,-1.5161824,0.3976642,-0.24433339
0.12667547,0.95688355,-0.39925984,0.12732567,-0.1712973,-0.27243862,-0.44285244,0.058601275,-0.5450827,0.57963115,0.09886247,0.34789914,-0.014501457,0.5107879,0.81075203,-0.5906738,-0.06522689,-0.62513125,-0.3479659,-0.111659475,0.5159658,-0.5912582,-0.61581075,-0.19917426,0.24112818,0.13908061,-1.6550142,0.65498924,-0.08079774
0.23115872,0.42716733,-0.56011623,0.47983953,-0.22960965,0.06878759,-0.25112632,0.17881297,-0.7460565,0.8111652,0.0064010913,0.8143262,-0.16036914,0.666133,0.8932565,-0.6386502,0.02904949,-0.47841027,0.1174396,-0.39111164,0.6528295,-0.5989673,-0.3286919,0.26622474,0.43059537,0.051514775,-1.535937,0.7581261,0.01700193
-0.1620803,0.58994836,-0.5532109,0.1246839,-0.05174419,-0.22234015,-0.12004669,-0.3532689,-0.7315483,0.6766318,0.46997863,0.3466645,0.48477894,0.25298047,0.9175511,-0.4145325,-0.37588197,-0.6992072,0.1231023,0.43593085,0.27514753,-0.8044269,-0.8190194,0.068481244,0.28058836,0.10033675,-1.0725249,0.38683,0.03611749
0.2079259,0.17479695,-0.584993,-0.2685252,-0.3106559,-0.4602265,-0.018570203,0.3047927,-0.40177917,0.7753789,0.053517394,0.072861284,0.5238988,0.12240911,-0.23370042,-0.807921,0.011803049,-1.5547857,0.17322391,-0.37166446,0.49680525,0.19278648,-1.2998924,-0.06555017,0.6215928,-0.19537967,-1.4731481,0.28114852,-0.14398272
0.401165,0.60541993,-0.37004998,-0.0791918,-0.45039475,-0.720945,-0.22875257,0.351033,-0.37524936,0.33918753,0.23004107,-0.16783659,0.3727895,0.09535805,-0.08415498,-0.6276692,-0.045596123,-1.4111274,-0.03145649,-0.38896152,0.394514,0.31955868,-1.2572193,-0.4372404,0.5049374,-0.09096458,-1.4535648,0.55811995,-0.14909954
0.3351858,0.266771,-0.65781343,0.15028162,-0.3736838,-0.57061356,-0.10321602,-0.030765172,-0.7911349,0.6744275,0.40363845,0.27838948,0.35005188,0.47256508,0.06325361,-0.81792426,-0.39099893,-1.3164384,0.12090801,-0.38173497,0.4331332,0.28514194,-1.2479628,0.07331134,0.8097735,-0.15473859,-1.590201,0.47496802,-0.18733986
0.005946247,0.054713264,-0.67863655,-0.006168898,0.25752088,-0.25222558,0.15596338,-0.56565243,-0.56821185,0.94691926,0.7316842,0.12626873,0.79315513,0.47665125,0.9022495,-0.6784781,-0.43568233,-1.5439073,0.7312721,0.35799646,0.42878145,-0.15241499,-1.6379904,0.3226621,1.5039924,0.5080101,-1.4208343,-0.4195165,0.5874781
-0.45149058,1.1790522,-0.26975816,-0.31538105,1.0302877,-0.18187276,0.17353067,-0.095695324,0.19837679,1.3555343,-0.061319184,-0.25533578,0.14900032,0.3336337,0.6822999,0.27180552,0.26023832,-0.21604104,0.3083521,0.09959725,0.17004217,0.56284654,-0.22602327,0.5176492,0.16373694,-0.18232375,-0.57632536,0.14003687,-0.8427593
-0.4359969,1.1060836,-0.256558,-0.3171562,1.0152321,-0.15499352,0.07623766,-0.07773679,0.09399044,1.519977,-0.008165002,-0.26908922,0.23238103,0.31250703,0.5927519,0.24180135,0.2608865,-0.24860989,0.2737876,0.1063679,0.17394897,0.51203215,-0.19968183,0.484609,0.23880959,-0.22103126,-0.6564636,0.08882764,-0.85335505
-0.050916553,0.2169471,-0.1697918,0.137199,0.2394915,-0.097254224,-0.258172,0.4174568,-0.07787883,0.36179763,0.09404744,0.12590767,0.24605499,0.5115628,-0.026083572,-0.2729525,0.25507754,-0.22054644,0.20649119,-0.19698715,-0.14655739,-0.07678369,-0.14386624,-0.18000664,0.15184246,-0.12023685,-0.45979837,-0.015934946,0.05120866
0.30283263,0.17394486,-0.38413835,0.3410467,0.31494614,0.0987303,-0.04668566,0.8097812,0.2735625,0.79782623,-0.30120206,-0.19311981,0.986067,1.1097806,-0.1591757,-0.58030576,0.19401647,-0.04735486,0.47579795,0.07979261,-0.33668432,-0.13858281,-0.5946015,0.00093131245,-0.32296008,-0.21803086,-1.4220709,-0.12214699,0.33232555
-0.13621299,0.2091584,-0.24538884,0.017827017,0.030473704,0.1580353,-0.10330394,0.33115736,0.0024156026,0.3105892,-0.21435261,0.3814929,0.34720376,0.41812178,0.18379708,-0.44375518,0.16878955,-0.0041873753,0.034898058,0.26756164,-0.17334619,0.30103478,-0.37855712,0.18552902,0.009193189,-0.010561416,-0.52255815,0.0021598337,-0.19754055
-0.04022409,0.23376633,0.7729844,0.80403364,-1.3127311,0.510363,0.21129839,0.9799954,0.232606,0.55210835,0.29281026,-0.1671663,1.756112,0.3727565,0.19777396,0.1697726,0.39895678,0.18761092,-0.39435536,0.03549825,0.031112451,-0.8728318,-0.76433176,0.11678607,-0.69978344,0.88145995,0.33503404,0.12504356,-0.5492268
-0.1301561,0.65544724,-0.15609728,0.2550214,-0.07400102,0.08036906,-0.20556483,0.7907405,0.1233642,0.40105915,0.49606663,0.17774455,1.0484445,1.274311,0.011806352,-0.21549243,0.7015334,-0.23159489,0.54019356,-0.3807667,-0.27301452,-0.463022,-0.3871808,-0.30137455,-0.13612092,-0.005553167,-0.6070953,0.1049015,0.28517908
0.24923445,0.15883009,-0.41502213,0.35277995,0.23523961,0.044712186,-0.057154443,0.6406002,0.14888346,0.5529021,-0.021324107,-0.058829755,0.612664,0.8335085,-0.056966763,-0.41398537,0.34729323,-0.1394335,0.3197238,0.022758344,-0.18022539,-0.13525371,-0.51276165,-0.22486763,-0.1472408,-0.11732817,-1.0658848,-0.135504,0.2722354
-0.13959418,-0.36076507,-1.1149505,0.05399681,0.045931067,-0.14178212,0.88650393,0.49685133,-0.47254792,0.9410027,0.2518703,0.18276027,0.44301227,0.22799708,-0.37868246,-0.49418804,-0.88125545,0.3459388,0.6532871,0.34130925,-0.81084186,0.26774943,-0.41065365,0.6573981,-0.2838901,-0.59697783,-0.7328969,-0.282227,0.5776184
-0.6013095,-0.2719867,0.28269494,0.87217087,-0.5631599,0.39172524,-0.45009974,1.3918215,-0.041817397,1.0647192,0.7433506,1.4464025,2.024749,-0.21045268,0.6654647,1.5434872,0.87973565,-0.7792333,0.12533388,0.71324855,0.18525179,1.1962053,-0.7551069,-0.011119922,1.6701597,-0.07154174,-0.012385271,0.9243829,-0.014334533
0.26919138,0.47442394,0.908776,-0.29735705,0.14833947,-0.82795835,0.5186238,0.6069687,-0.3082563,0.6336844,0.39452195,-0.06827768,0.9316477,0.008582682,-0.1339279,-0.288639,1.2565895,-0.29714277,0.47930825,1.3755345,-0.023486562,-0.19077566,-0.10846775,0.2846387,0.039887443,-0.47152567,-0.7700442,0.37785777,0.19698112
-0.6200386,0.4738496,0.35840786,-0.044727284,1.1810819,-0.024868961,-0.23822707,0.9314043,0.07679834,0.069525935,0.4110522,0.15973133,0.12729155,0.28434432,-0.20198934,0.18907738,0.7211718,-0.19529809,0.7863866,0.4882437,0.26483244,-0.12542905,-0.27321768,0.17449598,0.8635588,0.29128116,0.1198572,0.8599414,-0.107412316
-0.7775697,0.49127567,0.41971734,-0.10086397,1.4826902,0.050355207,-0.29139376,1.092358,0.15371576,0.27389535,0.5235359,0.053338785,-0.005430446,0.3303659,-0.22430971,0.27570394,0.98539495,-0.15666921,0.7920465,0.5382266,0.17720288,-0.2010702,-0.28025413,0.12891592,0.95756924,0.40561235,0.16358308,1.0389587,-0.19351393
-0.6611582,-0.5234548,0.17294331,-0.040009834,0.75795346,-1.0458839,-0.6038122,-0.4871668,-0.49568987,0.34676653,1.4989239,0.12748441,0.0853482,0.62963307,0.4392348,0.56177205,0.53254527,-0.06580215,0.3757086,-0.75251746,0.43315563,0.1480155,0.37405962,0.4373892,0.47253707,0.28890726,-0.8252513,-0.46913865,0.043768317
0.21026267,-0.13393314,0.26954466,-0.10830905,0.6880576,-0.5096367,-0.29344264,1.4786164,-0.80474335,-0.08917499,0.45970133,0.70469874,0.8334783,-0.6867975,0.43858847,-0.5438159,1.1061095,0.077250235,0.6562574,-0.051302757,0.22680768,-0.24612266,0.05898826,0.3350111,1.1292794,-0.6243828,-0.12429492,0.3405388,0.07396235
-0.3957658,0.25312966,0.1902219,-0.3105864,0.73735017,-0.83142424,0.6770594,0.7648677,-0.36823273,-0.537827,0.7062939,0.8886775,0.40049547,0.19496848,0.52122927,-0.45491457,0.6850913,-0.89411277,0.5183162,0.6068744,-0.15292549,-0.13014646,-0.078754194,0.040215082,0.31071928,0.6688848,-0.6759628,0.73517936,-0.75141555
-0.6735692,0.29780716,0.13662212,-0.60742164,0.7065289,-0.7025768,0.8665056,0.7645549,-0.27124956,-0.47001848,0.6404938,0.95446426,0.22031142,0.16641581,0.5435389,-0.2615716,0.65680057,-0.9444179,0.5236593,0.6611423,-0.11960069,-0.19249852,-0.21508281,0.059186257,0.34954527,0.7436591,-0.6704348,0.69270706,-0.5239362
-0.4495811,0.117530085,0.49779063,-0.48948726,1.2097712,-0.2700259,0.74288255,1.1907423,-0.47376996,-0.8416327,0.9305434,1.2714764,0.030716522,0.4606339,0.53346086,-0.5808387,0.559661,-0.3427975,0.6840526,1.019661,-0.16118263,0.6734481,-0.3009008,-0.065522596,0.6128294,0.6637055,-0.06351487,0.53895456,-0.9537806
-0.50398886,0.074130476,0.20547423,-0.4603685,0.67034584,-0.9545595,0.6887525,0.6483173,-0.28281274,-0.24017803,0.6798164,1.1432763,0.32637224,0.2629842,0.5070251,-0.5167004,0.5140305,-0.91425294,0.49296674,0.29999033,0.0047686137,-0.048522037,-0.15786317,0.55836296,0.28678924,0.94915384,-0.572409,0.89897513,-0.6519201
-0.07696045,-0.20132275,0.41519925,-0.66878265,0.17504235,-0.16517621,-0.4511703,0.7655943,-0.7718766,0.50149006,1.5632143,0.7210044,0.73498034,-0.09104617,1.1030526,-0.05657646,1.4560387,-0.45000592,0.4513491,1.3300385,0.6946902,-0.094146974,-0.32319516,0.05053397,0.3315346,0.4829102,0.3136792,-0.031178191,-0.5848075
1.2069613,0.283371,0.2857959,0.38337174,0.6583615,-1.0529414,0.010663016,0.53443724,-0.72813934,0.6667427,1.1664256,0.26425627,-0.18076217,1.466468,-0.29637137,0.32255617,-0.030408727,1.1356237,1.0959713,0.1856486,-0.19018966,-0.7724749,-1.1366807,0.14390637,-0.028799048,-0.42548057,-1.5029942,1.0501797,-1.0765342
0.29822502,-0.07110302,0.2793794,-0.9459154,0.61268586,-1.5255462,-0.00828707,0.69218665,-0.9120978,-0.24404188,1.2070913,0.41048482,0.5073098,-0.14848676,0.8963087,-0.5063708,2.0688555,-0.4091527,0.25382888,1.2412571,0.12486719,0.12612079,-0.04431796,-0.288103,0.36158472,0.55979735,0.06756179,0.12713245,-0.6923587
-0.040712927,0.45571053,0.09103986,0.21221194,-0.35935855,-0.2829106,-1.1178465,1.2184063,-0.88769954,0.812307,1.1032902,-0.41186738,-0.28178954,-0.31918705,0.5425524,-0.012376838,1.6133686,-0.4469473,-1.445975,0.47045845,0.3897033,-0.54280406,0.5279279,0.08121012,0.27098042,0.1830088,-0.2912439,0.88115144,-0.21319036
-0.52459437,-0.31525975,-0.9334129,-0.8120084,-0.124184035,-0.5734921,0.6181516,1.4766775,-1.6786826,0.9869945,1.6848816,0.47691125,0.29954723,0.5352497,1.5781945,0.2951856,0.15912992,-1.6230844,-0.0067689195,1.7452197,-0.66366935,-1.0671909,-0.67759335,0.8835618,-0.09158078,-0.18860044,-0.6392112,1.2542721,-0.95907223
-0.525303,-0.75014836,0.31538925,-0.8044237,0.3944779,-0.73298573,-0.06649776,2.251572,-0.6177212,1.728509,2.3096898,0.7669654,0.051002167,0.81830716,1.2588642,1.0082629,0.6934244,-2.3227797,-0.41953266,1.7961891,0.113874614,-1.442168,-0.8125902,0.8097664,-1.2196972,-0.43996176,-0.596901,2.7644682,-0.8770896
0.15531787,0.10532157,1.0200737,-0.6995415,-0.48843527,-0.6000736,0.28122,0.42020348,0.28434366,1.1372347,-0.03586582,0.23221067,1.5534497,0.010710092,0.0856914,-0.09852729,0.8450779,-0.310877,0.7435577,1.1354992,0.24875315,-0.9152377,-0.08337627,-0.13914882,-0.19370537,-0.31564298,-1.1141723,0.09459101,0.16315797
0.9623485,0.23231328,0.30920175,-0.36571014,-0.13097449,-1.0142355,-0.57216734,0.34568426,-0.13141026,1.1068501,1.8279084,0.35713658,-0.249674,-0.16039251,1.5982246,-0.62410545,0.653915,-0.5082817,0.15165852,0.47868308,-0.24900177,-0.38462302,-0.12490876,0.15192895,0.46459743,-0.38091555,-0.523355,-0.90101206,0.07932618
0.97583514,0.22319548,0.32015625,-0.45595095,-0.21262552,-0.9443116,-0.4968429,0.39774072,-0.06108691,1.0413731,1.8992789,0.44206375,-0.346517,-0.27685758,1.7086703,-0.6001597,0.54927564,-0.45889306,0.18665314,0.50889754,-0.44317946,-0.42293712,-0.026956473,0.04730723,0.5267418,-0.35414007,-0.53222334,-1.0141158,0.30498168
