p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12
-0.021419194,1.0228119,1.1224219,0.459812,-0.9884486,-0.13589603,0.41490743,-0.8508422,-0.6237453,2.2816844,0.072461694,2.048427,1.4010204
-0.17092463,1.0269825,1.4137063,0.73599494,-0.9767889,0.024248915,0.63929385,-0.85625255,-0.3224573,2.1722717,-0.019737866,2.1534739,1.5517131
0.17875212,0.31350693,0.42849368,1.1531361,0.115987375,0.8163948,-1.7281119,-0.5216268,-2.4034805,2.6577463,-0.9725651,-0.48132104,-0.22945482
0.79809964,1.1420984,0.92848516,0.38517365,-0.48118892,0.86833656,-0.7328104,-1.0666214,-1.919112,1.26752,0.46207726,0.063335426,-0.23897481
0.8506619,0.96089697,0.7682025,0.2029719,-0.5358137,1.1700255,-0.6240374,-1.0727493,-1.5521028,1.2412498,0.642058,0.16677496,-0.27591452
0.78640836,1.0252055,0.6821663,0.34782577,-0.5999006,0.8726774,-0.57732475,-0.93654644,-1.7563033,1.2745006,0.5921352,0.121085644,-0.35772103
0.5408336,0.7724559,-0.59482735,0.80551434,-1.2018858,1.8458623,-0.0014944061,-2.5237253,-1.3549256,1.674684,0.02470846,-0.04640575,-0.66249764
0.77362716,1.502497,0.075263806,1.8387257,-1.2812681,2.4491665,-1.0393137,-1.7696956,-0.44714218,1.0081162,0.018951798,0.19348174,-1.1666303
0.7446379,1.5624425,-0.24859057,1.1309831,-1.3660663,2.0060556,-1.0025877,-1.7546978,-0.4260502,1.6771464,-0.018767063,0.04288201,-0.37111998
1.6044008,2.7716289,-0.29163572,-0.5240841,-1.0372193,-0.35447308,-0.11581194,-1.8204238,-3.212026,1.2349284,0.6163136,-0.2435093,-0.71207464
1.4360846,2.4787,0.024754293,0.03236745,-0.71520823,0.71978235,-0.77340835,-1.9819902,-2.3594353,1.214488,1.0677284,0.32118592,-0.7011928
1.5927222,0.98559994,0.69342464,1.1082603,-0.7069169,0.24856208,0.8670096,-0.8922959,-1.0123223,1.7490276,0.28743988,2.0778298,1.0337943
2.2885509,1.1043961,2.4175487,-0.15888938,-1.3594432,-0.41657102,-0.92360824,-1.4610362,-0.58373624,0.7240504,1.2304543,2.7774315,0.14880176
-0.023794385,-0.1793587,0.43037236,-0.54153323,-0.38365912,1.6634029,0.5595406,-0.45827872,-1.086114,1.9323156,0.14313656,-0.4449152,0.19266705
0.44672322,0.08455378,0.015336781,-0.25813547,-1.2678256,1.421047,-1.2108806,-0.7115913,-1.5180575,1.6841103,-0.38304448,0.7769269,0.358187
-0.83243823,0.99779505,-0.10045449,0.6260202,-0.15250276,1.0020647,-0.8626948,-1.8128407,1.10625,0.9874857,2.1749506,1.4966232,1.1847672
-0.5918301,-0.45303544,-0.83506656,0.58744025,-1.9903195,0.8292197,-0.48392934,-1.3227197,-0.25478896,0.460213,2.554173,-0.5384166,0.45184326
-2.8569846,-0.84356976,0.6986999,-1.1064583,-0.09645706,1.5204194,-0.70600826,0.08052767,-1.771799,2.11183,0.3034848,1.3094145,-0.97701395
-0.6115898,-0.29348263,0.05782158,-0.7844915,-1.3822016,-0.11204207,-0.7282221,-1.1625112,-1.1373185,1.2282767,0.045785863,1.0018592,0.52725774
0.6564569,-0.09885108,0.18394493,-1.2239163,-2.87149,0.053147078,-0.9008393,-0.26805454,0.052779596,1.4099811,2.013079,0.46631056,-0.65782523
-0.53300226,-0.13113743,0.2435251,-0.65840375,-0.9248049,0.85892147,-1.0847749,-1.174439,-1.0995392,1.6861783,0.10438131,0.60941356,0.09488329
-0.33230388,-0.26366627,0.61262107,0.16132702,-1.4265782,0.76197433,-1.2389047,-0.23619367,-1.4716548,1.4207962,-0.33287776,0.4341169,-1.0469766
-0.90449375,0.33911714,0.9749182,0.90293306,-1.2077336,0.1982609,-0.30581805,-0.07569375,-1.2385142,0.4262537,0.07971776,-0.06112406,-1.3781282
-0.79936606,0.22704655,0.83846205,0.8020628,-1.0639453,0.5946792,-0.36933547,-0.032998454,-1.5792489,0.4918986,0.3083159,-0.311948,-1.2834082
-0.5647651,0.18402995,0.7788882,0.7081901,-1.0630618,0.5476613,-0.3864151,-0.086012505,-1.7687721,0.64455837,0.17017265,-0.40686658,-1.3554884
-1.132302,0.39909905,1.8692416,-0.06813668,0.011427035,2.0097985,1.0166714,0.2729879,0.010787409,2.6277623,-1.1099594,0.43598562,0.8258754
-2.136714,-0.5442323,2.0473242,0.1894352,0.26483244,0.8119884,1.8552305,-0.6574597,-0.13297054,2.8566349,-0.07913371,0.70524573,1.2849867
-0.3165175,0.8576807,0.7441789,0.53378695,1.9077742,0.1272581,-0.9248883,-1.7726012,-2.237027,1.7888745,1.0505766,1.6115795,1.1770866
-2.5897334,-0.5891874,-0.116120905,-0.78288037,-0.42636457,-0.058462746,-0.030637274,-0.10787039,-1.8122665,2.8809836,0.07495665,1.3011596,0.73851645
-0.6518301,-0.39639515,-0.9066207,-3.1149585,-2.6757052,-1.1750622,2.8322961,-1.5517113,-2.6773002,2.5607996,0.06789227,0.22641326,1.9469724
-0.42327565,1.8710474,0.25433156,-0.71324694,-0.8272816,-0.4363887,-0.612141,-2.1433387,-1.1973714,1.6360433,1.2517955,1.566561,1.8864452
-0.5133523,-0.23041807,0.11123319,-0.7028762,-1.0547615,0.6549797,-1.1221877,-0.99343544,-0.8991182,1.8942564,0.008179054,0.57061803,-0.074844874
-0.51912767,-0.35488567,0.41263843,-0.33526456,-1.0543526,0.82357234,-1.3273207,-1.171135,-1.1497556,1.417445,0.03696219,0.4593177,-0.16165866
-0.46481457,-0.5777417,0.23313822,-0.46703738,-0.92092186,1.0090096,-0.9870841,-1.0837024,-1.1663139,1.5324231,-0.19394903,0.7924763,-0.33936352
-0.43544236,-0.7003906,0.29407933,-0.4675432,-0.90600944,0.83893514,-0.93764853,-0.8045127,-1.0719916,1.8468454,-0.24344061,0.85928077,-0.059558645
-0.33764008,-0.5634955,0.19518837,-0.5150948,-0.876257,0.85291874,-1.2060637,-1.160485,-1.109812,1.7286636,-0.026396064,0.40196776,-0.15646811
-0.06915253,-0.5232829,0.26408574,-0.5364602,-1.1389277,0.53295326,-1.1587079,-0.9838237,-1.1401225,2.095499,-0.108780496,0.5363128,0.1024965
-0.44409817,-0.35073212,0.17054383,-0.52422726,-0.87982696,0.84827197,-1.0784945,-1.044008,-1.209025,1.7333535,-0.07001151,0.8073451,-0.15522851
-0.34092012,-0.36931178,0.30366084,-0.76049465,-0.98070544,0.7767762,-0.8860329,-1.1960448,-1.1611198,1.5334369,-0.20568183,0.65640146,-0.15283576
0.55982,0.82814187,0.03538901,-1.2001562,-0.14932692,0.45826393,-2.9892433,-0.8923296,-0.7533798,-0.09603498,2.8825188,1.6961468,-1.8764206
0.5903548,0.6225865,1.1209604,0.6710969,-1.1317853,-0.13317282,-0.9746976,0.37999022,0.8398541,1.7323344,0.866084,1.2874907,-0.32150865
0.24567766,-2.127771,0.41540444,-1.146877,-0.7990473,0.7347881,0.31752107,0.030931322,-0.96247214,0.62421155,0.114330046,2.2131743,-1.442257
-0.37554848,0.6946335,0.92095774,-1.5737147,-0.81916714,0.67481244,-0.63286537,1.2361181,-0.4579354,1.202022,1.2011997,0.6410525,-0.9439301
0.21146403,-0.9964229,1.5167432,-0.42966712,-1.2093185,-0.31039193,0.63146114,0.54794574,0.09205864,1.283176,1.1170477,1.1477131,-0.5106469
-0.6747772,-0.33771235,-0.059438664,-0.8216583,-1.4736239,-0.05448008,-0.6366979,-1.2471554,-1.1784484,1.3068253,-0.035932463,0.85825926,0.5029837
-0.5260168,-0.34523147,0.10418525,-0.8706623,-1.4272258,0.015420355,-0.67161906,-1.113817,-1.1826411,1.3295591,0.023651471,0.9479111,0.5735143
-0.20931445,0.5806742,-1.4654099,1.9767203,-1.4617237,0.37471062,-0.061231114,-0.5366503,-1.5119748,1.0565381,1.9558067,0.36143875,-2.6393626
0.23312311,0.06949484,-1.3820001,2.5056083,-1.7225977,0.24986708,-0.12322709,-0.5811183,-1.9241099,0.98756087,1.7040626,0.24531242,-2.5481894
-1.2425195,-0.11967191,-1.2538799,1.8884614,1.2513052,0.9992813,-2.1061625,-1.4314581,-1.1340638,1.7821629,0.80542654,0.14346664,-4.248591
-0.20389582,-0.24987468,-0.6854865,0.20103286,-0.8022594,-0.3967214,-0.7359862,-0.00015102276,0.77221876,2.3531103,0.98004705,0.44676405,-0.65631974
1.554164,-0.0040713144,-0.21882942,-0.39995518,-2.1146955,-0.87607175,0.31867898,-1.6659317,-0.30434138,1.1466546,1.1559777,0.93941635,-0.30081388
1.2206882,-0.2550834,0.7737515,-0.3726511,-1.4475709,-0.038421024,0.93544495,-1.4282863,-0.7867473,1.6865731,-0.25703633,0.68149924,-0.87600917
1.1656992,0.022102393,0.7476635,-0.3577201,-1.5292209,0.17800146,0.47145063,-1.5131999,-1.1194214,1.2096586,0.032555167,0.53239447,-0.8592969
-1.0505496,0.3051309,-3.1967304,0.79609925,-0.69623,0.6334338,0.059546325,-0.20428659,1.0873464,2.2791312,2.472339,0.71800756,-3.4170687
0.21270926,-0.20572866,0.88142323,0.9430828,-1.162192,-0.94538003,-0.966865,-0.2318768,-1.1197417,0.72979605,0.12744252,0.6592565,-0.90000004
0.22208332,-0.11768892,0.87510383,0.9853563,-1.4288278,-0.98491305,-1.0922445,-0.24338393,-1.0839258,0.86327535,0.15915187,0.68058795,-1.0946437
0.094284914,-0.05015383,0.36146337,0.7181869,-1.6360242,-0.24549828,-0.2482325,-1.0952939,0.12844987,-0.8946662,2.4044394,0.1845945,-0.65651983
-0.20340544,0.47262248,1.1306055,0.935719,-0.58954805,-0.5826386,-0.61442196,-0.6119521,-1.1033753,0.030163929,1.6873167,0.5208889,-0.6238422
0.23542611,-1.5427735,-1.3417597,-0.37399933,-1.2549112,0.5580756,-1.5315998,0.22631519,0.74014527,2.753759,1.9215642,0.3903744,-0.058522724
1.4504339,-0.080041945,-0.0996502,-0.4600635,-1.7792538,-1.2295634,-0.44908202,-0.64047915,1.287116,1.0034903,1.2806861,1.1911567,0.15509298
1.5296255,-0.4284167,-0.95931894,-0.21866007,-1.7826853,-0.574619,0.3759998,-1.4849843,-0.4148088,2.1207466,-0.40640894,0.74084806,-1.1675187
1.6170084,0.09828285,-0.9281958,0.13088535,-1.9301958,-0.02824871,-0.101169765,-1.4399544,-0.70065045,1.8158494,-0.14612946,0.29429013,-1.1944187
0.7899618,-0.0763754,-2.7916868,1.9217733,-0.750454,0.30960166,-1.8777856,-1.1585932,-2.4218462,2.5984256,3.3688142,-1.6139451,-3.0086482
-2.5917692,-0.7347739,-1.4988216,0.8918092,-1.8047915,-1.4107628,-0.111835755,-0.52601016,-0.361074,-0.048296623,2.5773156,1.2401491,-0.9936392
0.60426795,-0.7334691,1.0212222,-0.64839774,-0.67346436,-1.5327258,-1.0917006,-1.277823,-0.9526067,0.967042,0.61394525,0.69867516,-0.28504425
0.61350846,-0.74168813,0.8828353,-0.79036206,-0.74879074,-1.4655452,-1.0032943,-1.401022,-0.98040044,0.89344454,0.6767046,0.7491344,-0.38357657
-0.042069744,0.02885611,-0.055977784,-1.4074559,-1.5029314,-1.6715368,-0.55713135,-1.4119227,-0.09945505,-0.21728446,2.261521,0.14660674,-0.73565924
-0.2807735,0.023056904,0.5693666,0.035480313,-0.31347376,-1.1975135,-1.5298973,-0.076678745,0.37613288,1.8732841,0.56652945,1.0982453,-0.9691945
