p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20
-1.0166117,0.2037509,0.9897963,0.27635062,-0.031681422,0.19435938,0.13315572,0.64186555,0.36117882,-0.24156444,0.40098172,1.0739697,0.51279444,-0.77567,1.1035093,-0.48824838,-0.38948837,0.6527851,0.20727971,0.08340203,0.69916534
-0.9447098,0.14639269,0.84362686,0.25700068,-0.02283544,0.42182833,0.04522442,0.7295658,0.33848017,-0.32702652,0.7637765,0.89978105,0.54804724,-0.76506525,1.0048379,-0.57037926,-0.26674545,0.9091454,0.16844736,0.056979723,0.7885757
-1.0135318,0.030363435,0.84917676,0.43578473,0.11394886,0.23595022,-0.06010095,0.4613787,0.39174926,-0.22478902,0.6192386,1.0796218,0.55694926,-0.7074566,1.2056507,-0.54447496,-0.25893864,0.7954749,0.07503401,-0.19799918,0.5367374
-0.9325114,0.06995381,1.0293653,0.3829189,0.045143433,0.27884987,-0.031995196,0.5731815,0.2973705,-0.18651593,0.5343866,0.9174518,0.59343797,-0.8033133,1.1466035,-0.3600781,-0.3559987,0.6607496,0.26264596,-0.121917225,0.4806561
-0.82948285,0.08481298,0.95027083,0.36761466,0.25087148,0.16750331,-0.06135841,0.5465515,0.2671356,-0.20444818,0.67263603,1.0564166,0.51407945,-0.840648,1.2244321,-0.51391673,-0.18813132,0.86834246,0.15193741,-0.134636,0.53936
0.48708817,1.101428,1.0888565,0.9776518,1.6836965,0.21046767,0.27451652,0.34349135,-0.6161805,-0.3260719,1.5963026,-0.009771496,1.347641,-0.26687193,1.0170228,-0.1467411,-0.33428884,0.15531555,0.59311277,0.5935918,0.5492857
0.24279211,0.74520624,1.2838255,0.83664805,1.3011419,0.056870572,0.22909604,0.13365757,-0.35646904,-0.6011907,1.0884924,0.65427417,0.48730657,-0.3588504,0.8122737,-0.09429084,-0.00582423,0.20245595,0.505813,0.50958043,1.2326878
-0.3019674,0.17914966,-0.26340812,-0.9794635,-0.12416925,0.31061152,0.2894184,-0.06861818,0.7401117,-0.6811215,1.1483254,0.50842345,1.1130905,0.031187875,0.3296164,-0.80748314,-0.987471,-0.47370642,-0.4474635,-0.36862823,-0.35340235
-0.22598559,0.2924247,-0.2525551,-1.04879,-0.12248847,0.5342007,0.46735612,-0.07870941,0.84426826,-0.72057736,1.2813388,0.62277645,1.0043765,0.27615663,0.3983897,-0.76091784,-1.2175905,-0.73292196,-0.47584727,-0.3286271,-0.46080884
-0.512117,0.20786142,-0.14083797,-0.79492646,-0.25959674,0.15049356,0.20402782,-0.14704457,0.64685756,-0.822747,1.3130732,0.9239963,1.0412828,0.0006786166,0.5336652,-0.79553884,-0.74225456,-0.45608866,-0.3292889,-0.3748731,-0.35155082
-0.5556289,0.2653921,-0.14429991,-0.8431858,-0.13769539,0.24256267,0.4841417,0.07051505,0.75561595,-0.6296148,0.94874567,0.5972766,0.80161357,0.028003996,0.3545724,-0.53567535,-1.0729089,-0.45944428,-0.4024243,-0.29714406,-0.32895353
-0.5452108,0.3008137,-0.20269209,-0.81033486,-0.20087847,0.23316593,0.26419494,-0.045475256,0.5898535,-0.6938425,1.2290676,0.88758487,0.794243,0.099224724,0.48287436,-0.4635215,-0.7862505,-0.5578518,-0.40924183,-0.35514176,-0.34327775
-0.645318,0.5648808,-0.0035810133,0.06325095,0.13413073,0.17963602,0.38123542,1.241415,-0.40555936,-0.906945,0.9950828,1.0731574,0.24693047,0.3363296,0.75742835,-0.13672833,-0.21163318,-0.09222925,0.20279753,0.064494155,-0.111336485
0.75186265,1.2678928,0.69024575,0.23141345,0.043865982,0.5931138,0.90928924,-0.13967663,1.3217566,-0.63357383,1.2996792,1.270122,1.3602352,0.5820213,0.5372608,-0.29695034,-0.8558364,-0.47300133,-0.59117085,-1.9941845,-2.788536
-1.0596482,0.7264308,-0.0886047,0.2279616,-0.8405898,-0.3765051,0.49788162,0.26829815,0.631024,-0.6599286,1.1477396,0.636327,1.0805075,-0.21625304,1.2173468,-0.42579246,-0.3155692,0.7783987,0.7599091,-0.73500663,0.2600734
0.08912264,1.0145319,0.079260856,0.24616717,0.11842473,-0.2122365,0.7328097,0.49654296,0.4483805,-0.53702563,0.25937438,0.7086849,1.3598351,1.0585536,1.1580638,0.4779095,-0.72169775,-0.18178168,0.63699245,-0.46086282,0.89916104
0.23199677,0.7053507,-0.17581524,0.39832485,-0.26286626,-0.29349625,0.6485508,0.5937379,0.69861764,-0.058705505,0.34112158,0.86778855,1.3545946,1.3427838,1.3601798,0.38370955,-0.55335873,-0.15094368,0.1802046,-0.4414694,0.50281054
-0.21641007,0.51827586,0.9403293,0.580531,0.5387883,-0.3892329,0.756037,0.7155368,-0.30865005,-1.3023127,0.55899996,0.5454408,1.5644145,0.27634886,1.0414809,1.0424821,-0.8167014,0.7475721,0.10305614,0.06569487,0.9792138
-0.2993747,0.30037522,0.98802626,0.7717687,0.5451847,-0.5158331,0.73961586,1.0498506,-0.10149793,-0.6865093,0.5019604,0.9169826,1.4106394,0.5599459,0.40178668,0.4154405,-1.2799723,0.95871985,-0.19023466,0.04958531,0.8763663
-0.20985778,0.60157156,1.1598685,0.65549785,0.6206073,-0.5864335,0.6797577,0.94269615,0.06852452,-0.63690704,0.41596532,0.86513746,1.2451017,0.05019602,0.46832037,0.3893179,-1.1867713,0.88498515,-0.24235721,0.030994082,1.0805044
-0.5612127,0.041529473,0.67196757,0.60439175,0.7397084,-0.4400904,0.5495294,0.9786357,0.042145804,-0.5541762,0.44742846,0.83683413,1.2165412,0.45834926,0.5869477,0.3266574,-1.1280133,1.1932571,-0.22998519,0.20201877,0.98604274
-0.57298815,0.21469694,0.8210956,0.86915654,0.664777,-0.2648743,0.7601268,0.8832321,0.10556801,-0.6028205,0.11633926,0.8679186,1.0374368,0.6542726,0.5503737,0.1375771,-1.1571975,0.797347,0.20627415,-0.18528312,1.1764055
-0.33289862,0.32109156,0.95652634,0.63024944,0.59267217,-0.49421728,0.7888516,0.8732233,-0.04647958,-0.8460463,0.42938703,0.779035,1.0494326,0.24267189,0.039370496,0.17856212,-1.3582764,1.0088346,-0.013872118,-0.007916943,0.95800936
-0.36980802,0.55286855,0.84383595,0.49770913,0.50561607,-0.33313206,0.7542263,0.6669025,-0.15350395,-1.0072749,0.45502594,0.7343626,1.8454119,0.4908482,0.99919677,0.96081173,-0.8647886,0.79876775,0.06810292,0.08061553,0.77640635
-0.5565452,0.3242147,0.94505584,0.8593139,0.7386316,-0.4465939,0.7580968,0.8361388,0.08818829,-0.91969544,0.41638902,0.6490476,1.0415912,0.33300966,0.5377301,0.1315116,-1.1361295,1.0369568,0.009225097,-0.092349105,1.1353998
-0.31378618,1.1655575,0.56377655,1.2722242,0.35848194,-0.21770546,0.4458686,0.8876157,0.75574374,-0.25066042,-0.3463779,1.306798,0.97562253,0.7496182,0.6233624,0.5296531,-1.3511884,0.9737352,-0.30729726,-0.13227466,0.54909515
-0.32872945,0.16002822,1.2254568,0.99839014,0.5697469,-0.4462018,0.7697906,0.9835301,-0.24059063,-0.5334693,0.5847367,0.8341432,1.0958427,0.57559156,0.52315927,0.28418377,-0.98684746,0.9146317,0.006467233,-0.22374465,0.7186193
-0.47864,0.16841711,0.89719987,0.95295787,0.6908389,-0.29235125,0.5747646,0.9712939,-0.02457994,-0.57239324,0.52040803,0.8261268,1.2817823,0.18796499,0.2923326,0.08711303,-1.1098031,0.92275774,-0.19450973,0.013017977,1.0612296
-0.62361413,0.15342496,0.96303487,0.9437104,0.6342431,-0.30533296,0.80127436,1.0759593,-0.31311664,-0.34477296,0.5922608,0.61227185,0.9683158,0.42618254,0.47254157,0.22180276,-1.1767873,1.0440735,-0.24618927,0.12952399,1.1483297
-0.22598365,0.560913,0.9299539,0.57681495,0.45103747,-0.29098344,0.65358704,0.7950423,-0.27804494,-1.0643849,0.5649709,0.8131842,1.5881512,0.5063213,1.0029147,0.96798587,-0.95552135,0.92070323,0.06232141,0.06837886,0.82571256
0.108822875,0.8049327,-0.0012929081,0.13142624,-0.23776193,-0.33039644,0.03621755,0.8228396,0.3331304,-0.1634084,0.116623625,0.57735854,1.320637,1.3648667,1.5557199,0.8977322,-0.3188061,-0.567086,0.31539685,-0.38869718,0.35241637
-0.02693734,1.2196571,0.31638783,0.33242804,-0.19092642,-0.08300159,0.4104255,0.5204934,0.1181024,-0.61470294,0.20338255,0.26630566,1.5231452,1.2562122,1.3103411,0.98972636,-0.48557034,-0.31191558,0.7894483,-0.24745524,0.53362495
-0.5556522,1.0280315,-0.80788684,0.29640025,-0.09760037,0.34989244,-0.6722391,-0.11234557,-0.56410354,-0.84214574,0.1985715,1.2481017,-0.12436567,-0.17675138,0.9212326,-0.7847562,-0.71177626,0.8780728,-1.0525092,0.9932978,0.16174206
-0.4091174,0.4229941,1.1615752,-0.3066646,0.699439,-0.12636817,-0.43599555,-0.3561419,-1.2582525,-0.52505904,0.9605379,1.3104348,0.50097823,0.5176448,0.20585452,-1.3289881,0.13779663,-0.05647593,1.0294209,0.19407743,0.47875637
-0.57270527,-0.002772198,0.6051201,-0.30881098,0.8629355,0.046061907,-0.66775876,0.2788214,-0.56828606,-0.3353294,0.82297677,1.5678759,0.40410998,0.17506814,0.5308901,-0.85459524,0.05221911,-0.017363284,-0.031578626,-0.26633632,0.39032635
-0.3346378,0.28534237,1.0417975,-0.34820995,0.46349227,-0.018460808,-0.44580784,-0.1419874,-1.0878378,-0.70207894,0.8598159,1.3974899,0.5335866,0.6853198,0.31669977,-1.4743634,0.016750284,0.031574745,0.82550293,0.118484505,0.45740288
-0.2664225,0.61276215,0.34055597,-0.44217268,-0.65053964,1.3180971,-0.8303966,0.38690856,0.106512085,-0.4487421,0.28980264,0.6142328,0.44083336,0.39690676,1.9270169,-0.57929605,-0.08926229,0.09869751,0.14795838,0.46262443,0.26654848
-0.7261377,0.7105777,0.21175347,0.030586466,0.48756793,0.32927677,-0.60095197,-0.23689422,-0.6352795,-0.62246376,0.33754963,1.1900282,0.62522066,-0.0035179816,1.3038092,-0.82019144,-0.2565426,0.47774047,-0.17989479,-0.018885186,-0.2907725
-0.64647144,0.84760183,-0.20563394,-0.44439843,-0.25610957,1.1732504,-1.1749713,0.16457796,-0.1998396,-0.42845732,0.64353895,0.70226884,0.6107357,0.21105556,2.229298,-0.9156612,-0.23461194,0.25317863,0.13815852,0.36877742,0.35695994
-0.3586762,0.099707074,0.050196696,-0.49139664,0.20501769,-0.14091748,-0.38030237,-0.33745503,-0.5239119,-0.63883305,0.33622622,1.2820671,-0.16969712,-0.6725679,1.4150597,-1.2628816,-0.0741023,0.7824102,-1.1969644,-0.46391907,0.2334369
0.048225284,0.18802842,0.33952588,-0.73698133,-0.114677355,0.33530238,0.8201812,-0.53180426,-0.55145186,-1.1937755,0.43712112,1.1981782,0.16446558,-0.017643053,0.93624294,-2.4452515,0.34511945,0.4677057,-0.07575671,0.26752046,0.21747482
-0.32821882,-0.21830449,-0.004352622,-0.64369494,0.33792508,0.54910976,0.040872227,0.15226893,0.28070855,-0.9673917,0.32889193,1.5218441,0.26048392,-0.058452338,1.1972035,-1.8243871,-0.08277752,0.4644825,-0.9629147,-0.3118683,0.032141905
-0.026818747,-0.046402648,0.30090353,-0.98471254,-0.068893984,0.36821333,0.57446176,-0.37699005,-0.32156724,-1.301511,0.5357572,1.2389491,0.047542833,0.28093937,0.8826014,-2.6006968,-0.017900262,0.6290314,-0.14620245,-0.087918386,-0.0072918055
-0.038617894,0.58590406,0.6571726,-0.41593838,0.042832684,0.80743647,-0.79213893,-0.47212812,-0.6645379,-1.1124533,0.32268155,1.1858433,0.62051326,-0.6007505,0.934383,-0.52992225,-1.0173631,0.35394073,-0.2959314,0.8233625,1.0041355
-0.6343921,0.60379475,0.1807158,-0.08449893,0.41074148,0.25968367,-0.5075551,-0.12793626,-0.6066583,-0.5604285,0.4306823,1.2355427,0.4527062,-0.013749838,1.4191884,-0.8243705,-0.17180106,0.5802343,-0.18500496,-0.06408895,-0.18300684
-0.45142123,0.8885971,0.17311402,-0.623593,0.11799704,1.1268582,0.6178371,0.10005148,-0.08846269,-1.6370752,0.66949296,0.27088448,1.0417302,-0.13240513,0.5489831,-0.48508114,-1.5602361,-0.69661975,1.1091248,-0.34441927,0.37706426
-1.0236534,0.5994626,0.2192047,-0.91022354,-1.3519269,0.047227573,-0.17367163,0.5915972,3.03767,0.33269596,0.15993375,1.203789,2.354959,1.4484588,0.5033566,0.0767912,-0.62442553,-0.72204393,0.5760614,-2.853211,-0.26671866
-1.2771919,0.9357464,-0.04956413,1.0452923,-1.5145851,-0.36406916,0.09045842,0.2599613,0.74765885,0.5583752,0.6627268,0.8501455,0.9435129,-0.27523938,1.6147205,-1.1687219,1.1481347,0.35321134,1.7239045,-0.6049356,0.98032194
-1.5443107,-0.66507393,0.0600462,0.039410345,1.8929719,1.8511088,0.49355623,0.0155565925,0.3141425,-1.7026362,0.8685724,2.5922015,-0.17020427,0.30397454,0.51451504,-0.23619296,0.28843462,-0.32380086,0.34134853,-0.35774344,0.9395664
-1.3944675,-0.51399374,0.04412121,-0.16239169,1.8542016,2.0669522,0.37899774,-0.14784385,0.1796422,-1.6195396,0.6751107,2.5143373,-0.24519886,0.20578548,0.5620463,-0.38514516,0.30710772,-0.39844003,0.50425476,-0.35930538,0.9059198
-1.0798328,0.7547065,-0.2726183,1.4483293,0.053020895,1.4839171,-0.051649593,1.3531022,0.9374644,0.28843418,1.7932998,2.282298,-1.439592,-0.5086777,0.4303895,-0.9020873,1.6781269,0.53006023,2.3089788,-0.8666151,3.6429863
-0.95399755,0.900813,0.5260966,-0.9549158,-0.12727967,0.17451692,0.42844367,0.20593534,0.60966057,-0.7704041,0.40815973,0.14076063,0.8999411,-0.29545942,0.89615035,-0.75995815,-1.035541,-0.29553735,0.11095063,-0.6186756,0.13341163
0.3604404,-0.03668174,-0.13243312,-0.8106711,0.60652137,0.4935369,0.043810084,0.3400298,0.7453454,0.29506782,1.0659482,0.23735687,0.33258006,0.054704487,0.6803065,-0.61124635,-0.3115841,0.67385435,0.21657474,0.62956774,0.012365881
-0.13059188,-0.08769119,-0.17990626,-0.24505018,-0.17694189,0.14188834,0.28537217,0.39307508,0.102453366,-0.20610523,0.8839248,0.57753044,0.15985887,-0.02137652,0.31772825,0.030683713,-0.1265177,0.17734854,-0.2847664,0.13115989,-0.2235425
-0.24026975,-0.06403738,-0.11127258,-0.11302415,-0.19999263,0.15131204,0.314258,0.3800993,0.080524415,-0.24173829,0.90360445,0.6290519,0.17507257,-0.017199615,0.33604476,0.121099666,-0.1711378,0.103284426,-0.31335112,0.14503586,-0.22452666
-0.15389521,-0.14280862,-0.20810013,-0.17544475,-0.24433012,0.19664462,0.32779258,0.36260888,-0.015689751,-0.14312407,0.8593073,0.5564265,0.13516024,0.018712426,0.3364329,0.093628496,-0.12711276,0.12798889,-0.24471025,0.21010181,-0.16847083
-0.19946007,1.3553259,1.3092105,-0.009265766,1.0434649,0.2838877,0.08895895,2.1966188,1.2375956,-0.6280578,0.41958207,2.01768,-1.0265039,0.8193472,2.2878501,1.6941327,-0.27330598,-1.3615223,0.5214643,-0.013685549,-0.08721165
0.14985533,1.323291,0.86891025,0.035311215,0.52450347,0.73968834,-0.0645503,0.8524092,1.2280595,-0.4738346,0.3583785,1.6756438,-1.0947936,-0.023475481,1.7077869,0.8020634,-0.46056184,-0.0053557493,0.12561381,0.7600951,-0.32215726
-1.6060693,-0.41380066,-0.92504996,0.7033835,-0.49534214,0.3819192,0.2820797,1.1218792,0.25516582,-0.6561767,0.47590262,1.3201126,0.07169661,0.7639767,1.5337446,-0.96607757,-0.9214601,1.2521318,0.67729545,0.18947703,-0.70955753
-0.40597492,0.47531882,-0.64316976,1.2526608,-0.51084554,-0.6237642,-0.15739761,0.68555367,-0.13636552,-0.61210847,1.1411664,0.43746883,-0.6442123,-0.9238199,0.79845375,-0.026149698,-0.38941813,0.18801351,-1.3661706,0.5342028,0.30542526
-0.4047229,0.36418957,0.77340716,0.65976405,-0.06371853,-0.20499218,-0.83953005,1.5560293,-0.0255461,-0.26457867,2.1018896,1.0022842,-0.47280392,-0.26879352,0.43269387,-0.96787924,-0.1566791,-1.2423005,-0.6452975,0.17416775,1.387747
-0.51518005,0.222708,-0.23900661,0.19400138,-0.31558192,0.5773354,-0.4659788,0.74470264,0.65507317,-0.47878924,1.1699402,0.6533437,-0.029403603,-0.10601788,1.0884912,-0.4235669,-0.34586564,-0.038210463,-0.24417329,-0.016702749,0.07302295
-0.6242701,-0.52559334,-0.3624069,0.7424275,0.018509751,0.05588399,0.52131367,1.1950176,-0.028578682,-0.6607932,0.85124624,0.8547602,-0.65786463,0.25969145,0.8440109,0.055908494,-0.47077677,-0.2307643,0.23101142,-0.041939173,0.6228177
-0.28874484,-0.71559495,-0.06774144,1.0157897,0.06874243,0.2078362,0.2221855,1.4773968,-0.09736978,-0.408367,1.0248197,1.0738721,-0.3183418,-0.17880273,1.3076289,0.48350248,-0.20043603,-0.6627743,0.06664213,0.38174418,0.6752547
-0.8027094,-0.33023408,-0.21899843,0.5019113,-0.21864162,-0.20916982,0.07138516,1.5936935,-0.14958061,-0.78621876,0.7524908,0.7589334,-0.5586361,-0.21617478,0.9183864,0.22885112,-0.60362715,-1.0231762,0.3228293,-0.18206531,1.1604604
-0.8818802,-0.48878515,0.92887264,0.36112076,-0.113982506,-0.6114721,-0.29733038,1.3274994,-0.85485655,-0.22730634,2.1649663,1.0568311,-1.0375297,-0.07267841,0.27496952,-0.6722927,-0.10829623,-0.8790883,-0.9813701,0.17499436,0.6764854
-0.60649836,-0.17915285,0.030590398,0.5215732,0.041852385,0.035524964,0.90495485,0.9380967,0.24106908,-0.41134495,1.1401294,0.44526187,-0.73255825,0.12315914,1.2315974,-0.2024309,-0.69124645,-0.12726355,0.14111638,-0.19207144,0.5231896
0.02277888,0.44329518,0.7471577,0.7320116,-0.61222523,-0.32060283,-0.63061994,0.7707849,-0.06524907,-1.3714529,1.3797611,0.15927121,-0.5656925,-1.2699351,0.7177599,0.19071513,-0.8470066,-0.027128866,-0.8463531,0.52375036,1.5684414
-0.5436397,-0.62472,-0.21884179,0.97598785,-0.13175623,-0.15300365,0.2977689,1.8671956,-0.23695795,-0.819214,0.9981181,0.89287806,-0.89172274,-0.21817307,0.9898039,0.20601556,-0.5297131,-1.0187215,-0.003944199,0.14934136,0.8565775
-0.21542329,0.06559292,0.03706693,0.21786936,-0.51772964,-0.18469982,-0.42296866,0.58413726,-0.58760935,-0.6298033,0.86573386,0.31783357,0.6809297,-0.026740097,0.67572075,0.22969544,-1.0322201,-0.5551236,0.48710197,-1.0883416,-0.7021979
-1.0079474,0.7965234,0.39319214,-0.12530915,0.1748999,-0.27017444,-0.3751277,1.3351259,-0.12339006,-0.45973164,0.11884272,0.4780436,-0.27531046,0.87364566,0.9680497,-0.13111624,-0.45129606,-1.1431,0.51375943,-0.39898017,-0.13932501
-0.33659533,0.4484109,0.4421763,0.13305442,-0.58623195,0.0104482435,0.2761553,0.89441293,-0.5952037,-0.79019773,0.8151703,0.2044046,0.5437525,0.42971864,1.0312023,-0.12518312,-0.39093998,-0.11475561,0.29877794,-0.2162655,-0.564622
-0.09649432,0.67920643,0.3112453,0.23243259,0.39310193,0.18351027,-0.22153105,0.014998429,-0.28554332,-0.44734263,0.70420027,0.821026,0.33720306,-0.21882558,1.0521266,-0.30255735,-0.41068766,-0.40619788,0.33704305,-0.16078018,0.025341148
-0.9772804,-0.34480768,-0.66279364,-0.43123996,0.5925796,-0.061748262,0.49742392,0.2765431,0.51713246,-0.69019943,1.1025796,0.22273837,0.9113163,0.59714055,0.47633827,-0.006309743,-1.034236,0.20642853,-1.1517845,-0.81316686,-0.3754054
-0.45703566,0.5001176,0.37468576,-0.8371656,0.31179902,0.62675405,0.023948073,0.04349323,0.9201415,-1.2603337,0.76379627,0.869825,2.364894,-0.04834616,0.47781092,-1.422726,-0.61776567,-0.5585196,-0.30005988,-0.64072233,-0.29974204
-0.8399054,-1.3898844,0.37737253,0.73543054,0.8385527,0.8214626,0.71131665,0.21228796,0.89831567,-0.92131835,1.1533929,1.166473,0.14975917,-0.7799529,-0.34357926,1.0287966,-0.51316726,0.37123916,1.0949739,-0.61075264,0.4717144
0.41430715,0.3167903,-0.8088316,0.9978502,1.2997721,0.19985023,2.5735903,1.1696723,-0.6997506,-1.4227936,0.092149615,1.1015779,1.4917183,-0.1739376,1.1038067,-0.8864928,-1.5583084,0.4301606,-0.10350431,-0.03337058,-0.50479084
0.17769821,0.9502134,-0.14735688,-0.37982166,0.15505092,-2.141496,0.46475688,0.42473418,1.2015059,-0.90657794,1.7372136,0.9732405,1.5100175,1.0392958,0.8878432,-0.650063,0.8913744,-0.26816306,-1.2229754,-0.63629955,-0.6040012
-0.2732044,0.6990496,1.7938234,-0.70858747,1.037887,0.20409761,0.31454548,-0.1801792,-0.20305142,-0.5368071,2.6625981,-0.18975717,1.3520697,-0.45736632,0.5982017,-0.052615136,-0.6474138,0.045619942,-0.55423766,-0.45886597,-0.34923682
-0.4028206,1.1079694,1.5964118,-0.29821157,-0.16258767,0.68524057,1.1496785,0.7453553,-0.42331094,-2.3147655,2.278021,0.38754368,1.4717418,-0.16156973,-0.927668,0.43047586,-0.88388675,-0.369886,-0.9833741,-0.5123943,-0.7035027
0.2956651,0.82498574,1.9074446,-0.5472803,1.2875943,0.26372185,0.24218154,0.13908911,0.277398,-1.2003844,2.3798609,-0.16476089,1.0312272,-0.6258728,0.46108463,-0.41905847,-1.192486,0.06065927,-0.46955362,0.2917569,0.056873567
-1.6817027,1.6186948,0.4560019,0.09748299,0.32331717,0.6881741,0.8809006,0.41834766,1.8888706,-0.24716392,1.0347279,0.3149547,-0.5282215,0.72991484,1.8421291,0.8411328,-1.0116488,0.8766654,0.24639355,0.8276775,0.061000273
0.4637813,0.5517041,0.32545862,0.3609358,0.13622674,0.38699868,0.20771779,-0.2860755,-0.15659337,-1.5029342,0.88803,1.3187343,0.35921308,0.28093415,1.2802035,-0.28197217,-0.23858267,-0.6518834,1.3100585,-0.17761971,0.3799427
-0.15319836,0.13661677,-0.16753091,-0.37664372,0.18377364,0.26492608,0.6115743,0.4633877,0.18101476,-0.30885258,0.9535502,0.6197824,0.29197076,0.5205502,0.47055572,0.0031702581,-0.34501255,0.46089953,-0.15621726,0.40821072,0.10630245
-0.08237463,0.10664116,-0.26146123,-0.48842287,0.09024664,0.30216315,0.6831908,0.4756575,0.24638046,-0.21960315,0.88441193,0.6034324,0.26310995,0.50679123,0.5420296,-0.083019346,-0.46197364,0.49743998,-0.023240568,0.5288782,-0.16065262
-0.050650347,0.1617141,-0.17166738,-0.40190515,0.11463206,0.31597665,0.6028759,0.5346564,0.2546499,-0.23527014,1.0464133,0.6446932,0.27632615,0.29109925,0.53770417,0.049515367,-0.35057482,0.47333726,-0.06247279,0.5506853,-0.06254264
-1.2957785,1.337164,-0.3218887,0.39749226,0.8116826,0.45277858,1.0334847,0.4552378,-0.28040263,-1.095939,0.34465522,0.15338212,0.33916587,-0.67648464,-0.055555627,-0.23216128,0.14208226,0.27773583,0.041260242,-0.59464943,0.16981182
-1.4057827,1.4297202,-0.2851821,0.13829012,0.7491946,0.5503161,1.0282835,0.44038656,-0.22403403,-1.0727845,0.41367334,0.09567706,0.3803038,-0.45281878,0.0011639695,-0.2294165,0.004534218,0.26420987,0.09751911,-0.65046054,0.17340416
-1.3749336,0.406036,0.2681127,1.247378,0.602963,0.5252299,0.832103,0.32802907,-0.19645791,-1.1174419,0.74127567,-0.21881752,0.7293397,-0.47190982,-0.04253293,-0.28692344,0.44118267,-0.42041415,-0.32716522,0.62754995,0.43733984
-1.3501098,0.535227,0.21930052,1.0561637,0.5527061,0.56240743,0.8758368,0.32627785,-0.17206809,-0.96877825,0.65363574,-0.22355483,0.687689,-0.34630537,-0.019858403,-0.35470748,0.41019028,-0.5694536,-0.23427081,0.47519395,0.35793757
-1.6685281,0.8439156,-0.22525813,0.96312857,-0.67693233,0.19566375,1.0269067,0.80863136,2.0846744,0.2851099,-0.8507831,1.4754444,0.8481151,-0.6785846,1.3921655,1.4049867,-0.88452333,-1.9057977,-0.00043957375,-0.9670194,0.764134
-1.091953,0.051518016,-0.63546354,0.34826365,-0.057558835,0.5364611,0.43301353,0.5863247,-0.33475646,-0.5075479,0.030320648,0.8583241,-0.06862733,0.017794224,0.46928096,-0.64757484,-0.5083835,0.35069883,-0.42936137,-0.37408745,-0.28785038
-0.8981057,0.8315772,-0.2993573,0.8658923,0.31581536,0.95712423,-0.065581255,0.28463417,0.5098929,0.5189843,1.2754116,0.8429608,0.70538664,0.687472,0.87068874,-0.2874238,-0.5468273,-0.3775069,0.5685354,0.3202519,0.1390262
-1.2700921,0.49380577,0.15005139,0.48634812,-0.4862651,-0.5540599,-0.10968652,-0.104263,0.6198506,-0.03659119,1.2194728,0.28735793,1.2948027,0.12231532,1.3243791,-0.36211672,0.3159482,0.023599733,0.49586865,-0.2368238,0.34524146
-0.20401087,1.1149544,-1.1766123,0.14682412,0.5109378,0.20322233,-0.12940332,0.48679578,0.89167994,-0.7289051,1.3110701,1.4211026,0.6485951,1.6289955,0.8478806,-0.22282916,-0.54155886,-0.42473862,-0.7585135,-0.1358892,0.833559
-0.34513155,-0.08384974,-0.19169417,0.46361813,1.0579228,0.42725083,1.7638053,0.84877545,-0.33393073,-1.4334996,0.22836965,0.5968586,0.9454113,0.14640418,0.8010292,-0.6066027,-1.3687264,0.28159645,-0.24997965,-0.14890076,-0.4394135
-0.43193358,-0.1651501,0.20244363,0.83898795,0.32649693,-0.48903096,0.48988345,0.924871,0.7403773,0.31838667,0.8075779,1.5316172,-0.27426472,0.53700274,-0.07068373,-0.6621584,-0.20515987,0.19159502,-0.4102285,-0.37083346,0.08286099
-0.37315288,0.27836016,-0.16888201,0.38873142,0.008400399,-0.55088174,0.17713834,0.55856645,0.7502424,0.15550452,1.1236284,1.2942823,-0.6985842,0.086149834,0.09210588,-0.6601183,0.23677468,-0.8445869,-0.6179383,-0.31962833,-0.39724264
-0.42498958,0.51910865,-0.0839222,0.12527697,0.1608928,-0.5448846,0.24114773,0.6728161,1.1412513,0.055368606,0.9019037,1.0145789,-0.70401603,0.66419643,0.19396587,-0.36913761,-0.23781693,-0.8826621,0.028460152,-0.35111782,0.2772917
-0.54315984,0.24819426,-0.31826562,0.28176853,0.388888,-0.40438566,0.015914185,0.6423998,0.8425515,0.38121817,0.91809964,1.2227672,-0.6451501,0.32946712,0.11054864,-0.7036154,-0.16681927,-0.71719635,-0.38466516,-0.3329999,0.02888045
-0.5191571,-0.30120465,0.71663153,0.5071323,0.4566961,-0.6713966,0.40793017,0.8954576,0.6534476,-0.20492844,1.3296607,1.7496186,-0.73192406,0.22778785,-0.49732393,-0.32858717,-0.28571254,-0.75173134,-0.644858,-0.55634785,-0.021465905
-0.7983881,-0.3005483,0.77715117,0.80661726,0.5898149,-0.37889957,0.26511237,1.1693094,0.45307735,-0.35987145,0.97066826,1.1376938,-0.12864152,0.42834312,-0.71260446,-0.31310844,-0.84306586,0.4524503,-0.671528,-0.08189695,0.25141963
-0.7755041,-0.108517095,1.1624006,0.8628758,0.9432595,-0.2551119,0.19310999,1.1861453,0.5031662,-0.15434487,0.8359652,0.90313756,-0.07592419,-0.25098866,-0.55997884,-0.50807995,-0.7738277,0.8086802,-0.7164927,-0.2512014,0.6466971
