p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
1.1404097,-0.56361824,1.5098245,-0.6189557,2.4775906,-0.040835872,1.0926702,0.46838513,-0.08797268
1.1959653,-0.61435467,1.690072,-0.85727936,2.8555055,0.14139226,0.9113461,0.692365,-0.48951748
-1.5090083,1.7615265,-0.4760647,-0.9465525,2.2939372,-0.5784626,-1.3588617,0.7226694,0.39004713
-0.8328299,-0.8427637,1.3979416,-1.6661115,0.4182396,1.0692512,-0.87867,1.198946,-1.5578007
-0.7647573,0.3952501,1.1113187,-1.8122176,1.7181791,0.16340704,0.800788,-0.52618736,-1.0774322
-0.50109196,0.39810818,1.1999097,-1.8379053,1.9106728,0.022798551,1.0427314,-0.5938917,-1.1980745
-0.8984728,0.2688215,0.90855,-2.6324697,1.943385,0.053001385,0.9757791,-1.1694584,-1.097201
-0.2988371,0.5364963,1.1181009,-1.7737685,1.9485066,0.25756466,1.1305895,-0.6495204,-0.9196789
-0.3967604,1.6474319,1.2108797,-2.4294622,1.49194,0.65675396,-0.9599679,0.023145014,0.05304021
-1.2203623,0.046170913,-0.30967942,-0.5580126,0.26177657,3.09178,-1.7656904,-0.98683953,-2.9745972
-0.75079685,0.34802172,1.3663676,-3.3252668,1.5339872,0.47817716,-1.3869916,0.079759546,-1.1108333
0.72357523,1.3015199,0.9033968,-0.107768536,1.4048531,2.6971188,-0.7804125,1.1971288,-0.4882718
-1.7156972,3.0092409,0.9711459,0.09797059,1.7679135,3.1222699,-0.42350012,-1.0467817,-2.9823143
-1.0642792,4.4209943,1.855265,-0.23202448,1.6526256,3.2345624,0.35310197,-0.79571635,-4.268557
-0.32366845,1.761908,2.0924256,-1.5107448,0.29728857,-0.9642636,1.6422846,1.2801044,-1.0226921
0.055864427,1.5265462,1.8275404,-2.7462587,1.8265558,0.7206443,-0.057349686,-0.40628374,0.6353085
-0.06601637,1.3729378,1.6270831,-2.7135491,1.8513179,0.656152,0.22159268,-0.48862758,0.82945514
0.825625,2.337945,2.2798963,-0.25779864,0.9729249,1.6107234,3.1602888,-1.6218871,-0.2878998
0.6469199,1.5435358,2.606115,-0.751578,0.8091129,-0.117092736,0.52696764,-0.31480446,-0.043992862
0.17169923,1.5171005,2.3509266,-0.8605297,0.90897477,-0.26917714,0.5183123,-0.5083854,-0.07627343
0.19145142,1.5392699,2.263319,-0.9033044,0.8896761,-0.1363554,0.38388962,-0.4851448,-0.052855037
-0.49399605,2.5801265,2.9769099,1.1492685,0.8917825,-1.4674791,0.60725284,0.2539744,-0.85297114
-0.50686663,2.4599066,2.9679644,0.73119867,0.4609094,-1.658286,0.21947192,0.60306716,-0.24427931
-0.4689692,2.5767293,2.9459221,0.76187015,0.56200844,-1.7669078,0.46923962,0.809268,-0.34371686
0.3020949,2.7856135,3.5981665,-1.3949504,1.0080911,-1.7781078,0.18402928,-0.52090925,0.56385905
0.15508415,3.0998867,3.358393,-1.0410414,1.8402754,-1.2055928,0.33894938,-0.53045124,-0.25086454
1.2264901,1.6121227,1.4778609,-1.6080189,2.2116268,0.476687,-1.3240852,1.4790978,0.12588537
1.1686687,1.0805166,1.9634751,-2.469799,3.1144664,1.0858203,-0.7368646,0.42656985,1.9260812
0.3969399,-1.4342471,1.6486403,-1.2782277,1.4828086,0.2615823,0.3373175,0.26705155,-0.11704047
-0.47806063,2.3265297,1.898842,-1.1813035,0.05207708,-0.8333195,1.2387215,1.4639902,-0.93656677
-1.2504164,1.8341846,0.9386197,0.38210064,2.4427302,1.0417466,3.5764835,0.80074364,-1.9889221
-0.6701096,-0.4723662,1.3973265,0.30043828,1.293419,-0.91169196,1.6476809,0.48988658,-1.4715532
-1.7244903,0.39300665,2.178579,-2.6127582,-0.07375007,1.3078128,1.7705066,1.4980502,-1.3647316
-1.0306635,1.0138984,1.2788457,-1.5347415,0.49624142,-0.4747635,0.27119336,0.7916364,-1.1510636
-2.5248177,-1.222586,1.5896564,-1.1969343,1.5929974,-0.46584168,-2.0594037,0.75891536,0.5492789
-1.21703,1.529717,1.5441417,-1.304698,0.18500039,0.33686945,0.6637198,1.2916481,-0.75460064
-0.74706143,1.3282517,1.4560614,-0.6163104,0.424155,1.1200861,1.324847,0.8299542,-0.97905
-0.30020064,0.25633138,1.1879628,0.120224684,0.5258982,0.89225775,1.6075445,-0.5184535,-0.89376676
-0.22670235,0.38170823,1.3867971,0.14739153,0.5205379,1.3877126,1.3433294,-0.145615,-0.62754214
-0.2934284,0.7260598,1.2800698,0.17061102,0.58880335,1.6341145,1.290974,-0.39385515,-0.5390993
-1.8838432,-0.13455449,2.2486243,0.34666854,-1.8594052,1.0759002,0.91970575,2.4346385,-1.5640899
-2.1285033,0.08344691,2.7386765,0.7220024,-1.2887477,0.80127984,0.36968455,0.9669194,-3.0952818
2.0860832,1.812578,1.948243,-2.1833694,2.170864,1.5095925,-0.5036508,0.102417305,-1.1779624
-1.6427623,0.6744187,1.6546792,-1.4810016,-0.35773066,0.8744397,0.7334351,1.6152147,-3.0165668
-4.327719,1.2878478,-0.1561546,-1.2895386,1.9079224,-1.3343831,-3.0221434,0.66820806,-1.076583
-0.68467015,1.7709038,1.0532205,-3.057644,2.0976498,-0.20285878,0.35518053,0.378885,-1.3589886
-1.2907593,1.567222,1.4034625,-0.99620605,0.28788054,0.21846938,0.7029686,1.2443002,-1.0545129
-1.2018546,1.2619342,1.5607798,-1.3976301,0.21667124,0.23888238,0.8032971,1.1562165,-0.68342614
-1.0162108,1.4465564,1.5050668,-0.8075248,0.13758087,0.3446174,0.6496683,1.5658574,-1.0162716
-1.1898099,1.3306342,1.4571438,-1.3579687,0.30046389,0.15887024,0.7601559,1.1312152,-0.88407236
-1.1388208,1.13205,1.3644992,-1.4126365,0.57922286,-0.050002746,0.64080757,1.4789912,-0.769308
-1.2703505,1.6287844,1.4480414,-1.0198071,0.22501135,0.29674065,0.81009865,1.3319396,-0.87097263
-1.1710055,1.4306669,1.4804267,-1.1774719,0.25676647,0.51879436,0.82866216,1.4611278,-1.0053953
-1.2237045,1.5016276,1.4992926,-1.0759225,0.1641899,0.070102,0.56464565,1.3721961,-0.8423487
-0.02860786,0.8277154,0.59293103,-3.0009618,1.9920223,2.1285095,1.4000235,0.2307827,0.6450969
-0.6999664,0.23141696,1.0399035,-1.0389593,0.59883606,1.8615941,-0.062284335,0.67692405,0.25052437
-0.8267114,0.46072048,0.4665666,-0.51663834,1.866935,1.4393153,0.3519154,0.439551,1.2545803
-1.3089095,0.7073925,0.92633694,-1.7038659,0.5725826,1.2849202,-0.6949537,0.5103709,0.5683253
-1.9447144,-0.25517818,1.1748166,-1.0189222,-0.11501536,2.0494096,-0.35320354,0.42340058,0.6994251
-1.1300503,1.0054388,1.2976259,-1.643197,0.49205574,-0.60914457,0.25653818,0.7576029,-1.0632936
-1.1665134,1.0399867,1.259731,-1.5179628,0.4593949,-0.53883624,0.20953144,0.8654302,-1.0265808
0.57859474,0.7145467,2.3680327,1.6734035,2.2644236,-0.42638096,-0.12575063,1.2317393,-2.2532785
1.0442657,-0.44095877,2.7603562,2.3151095,2.501044,-0.25778952,0.3378619,2.2405238,-2.0133839
-0.062431987,1.5538353,1.4289534,2.1506145,3.6854467,0.1718467,2.1328459,-1.1497729,-3.6956758
-0.23117082,-0.7219941,1.1531038,-0.3258317,1.3199248,-0.19911635,-0.3041383,1.7030195,-1.5025077
-1.3127252,-1.4635054,1.0162065,-0.31498042,2.6750407,-0.65687203,-0.91915184,1.3429236,-0.3927005
-1.8577659,-0.7467005,1.1656871,0.61364526,2.1308439,0.34536612,-0.5883003,0.64912087,0.645038
-1.126249,-1.2268008,1.5444907,0.10506396,2.142803,-0.0013504549,-0.54923517,0.5313321,0.77799267
-1.8386216,1.2654084,1.1881278,0.9388384,2.5580812,-1.7864776,-0.12981363,0.3940297,-3.107485
0.223295,-0.86761457,0.56589127,0.5417031,1.3883764,2.1513476,0.043623306,1.2813361,-0.58484036
0.1050208,-0.8266432,0.53068644,0.5661981,1.3626655,2.4385717,0.2351595,1.3072913,-0.74528813
-0.6804666,-1.2999766,0.40002522,0.10706085,1.5163965,-0.43252602,-0.93256193,0.43237367,-0.6911613
0.3117186,-0.47652394,1.0285193,0.24664092,1.4524878,1.9964972,-0.41157207,0.3403963,-0.8956243
0.73663116,-1.4359056,1.7022662,-1.25061,1.3838956,-1.2677118,-0.8562639,1.883011,-1.9908149
-0.8135352,-1.7662548,0.20775868,-1.3806248,1.4724008,-0.30107614,-0.5153324,2.3592074,-0.62610316
-1.5865198,-0.54074955,0.37390456,0.919524,2.382468,-0.2431716,-1.0754259,1.839986,-0.04794712
-0.49744788,-1.3437241,1.2044998,0.5153821,2.4365828,-0.69519883,-1.0483631,1.7886037,0.2098925
-0.21722655,0.6318562,1.9510314,2.6105213,3.1460938,-0.13849825,-0.036258988,0.16509627,-5.70539
-1.4208698,-0.75102204,1.0751907,-0.7223603,1.1714983,-1.1942654,-0.3765111,2.0058944,-3.0103614
-0.45133764,-1.0313003,0.0011332994,-0.84228784,1.972803,1.8350464,-0.24655381,0.70418763,-0.22879668
-0.7382414,-0.83450884,-0.071182735,-0.51602066,2.0927649,1.7709863,-0.2561744,0.73596364,-0.36422002
-1.5550413,-2.110952,0.08462208,-0.88706005,1.6394333,-0.102914914,-0.48158935,0.47159314,-0.12655297
-0.7566565,-0.83928555,0.54080856,-0.52628493,1.2477636,1.8486615,0.37568155,1.0541965,-0.9765868
